Step,Update,Next Update Number,Next Update,Method,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Gradient Dot Product,Retain Gradient Norm,Forget Gradient Norm,Cosine Similarity,Mean 1 Probability,1 - Mean 1 Probability,Time,0 Fraction,1 Fraction,2 Fraction,3 Fraction,4 Fraction,5 Fraction,6 Fraction,7 Fraction,8 Fraction,9 Fraction,1 - Fraction
42,UNO,43.0,UNO,UNO,92201.59375,2104.34423828125,1.134567379951477,0.00011956210801145062,47800.50390625,-36583376.0,63440.140625,52737.93359375,-0.010934446007013321,0.06592648476362228,0.9340735077857971,0.01817945798393339,0.0546875,0.0546875,0.1328125,0.1484375,0.125,0.015625,0.0546875,0.0859375,0.28125,0.046875,0.9453125
43,UNO,44.0,UNO,UNO,91691.3125,2106.90869140625,1.1213005781173706,2.2322210497804917e-05,47271.25390625,14787184.0,59639.7265625,52478.4921875,0.004724638536572456,0.06499004364013672,0.9350099563598633,0.03795033399364911,0.0546875,0.0546875,0.125,0.1484375,0.125,0.015625,0.0625,0.0859375,0.28125,0.046875,0.9453125
44,UNO,45.0,UNO,UNO,90599.1796875,2109.172119140625,1.1071834564208984,7.439604087267071e-05,46463.9765625,26362264.0,59126.26171875,51692.53125,0.008625313639640808,0.06400074064731598,0.9359992742538452,0.018240542005514726,0.0546875,0.0546875,0.125,0.140625,0.125,0.015625,0.0625,0.0859375,0.2890625,0.046875,0.9453125
45,UNO,46.0,UNO,UNO,90090.328125,2111.094482421875,1.0923463106155396,0.0003501785977277905,46286.0078125,55474160.0,57284.36328125,51749.9609375,0.018713058903813362,0.06297159194946289,0.9370284080505371,0.016919084009714425,0.0546875,0.0546875,0.125,0.140625,0.125,0.015625,0.0625,0.0859375,0.2890625,0.046875,0.9453125
46,UNO,47.0,UNO,UNO,89200.046875,2112.6171875,1.0765773057937622,3.3157296002173098e-06,45350.34765625,5310384.0,55844.2578125,52222.48828125,0.0018209144473075867,0.0618930421769619,0.9381069540977478,0.018298290990060195,0.0546875,0.046875,0.125,0.140625,0.125,0.015625,0.0625,0.0859375,0.296875,0.046875,0.953125
47,UNO,48.0,UNO,UNO,88771.5390625,2113.9296875,1.059762716293335,0.0003627546539064497,45317.97265625,50150392.0,50394.8984375,52249.390625,0.01904611848294735,0.060745541006326675,0.9392544627189636,0.017254083009902388,0.0625,0.046875,0.125,0.140625,0.125,0.015625,0.0625,0.0859375,0.296875,0.0390625,0.953125
48,UNO,49.0,UNO,UNO,87483.453125,2114.8232421875,1.0423976182937622,6.8614207648920456e-09,44036.05859375,-219472.0,50665.359375,52291.3359375,-8.283369243144989e-05,0.0595589354634285,0.9404410719871521,0.01692983298562467,0.0625,0.046875,0.125,0.140625,0.125,0.015625,0.0625,0.078125,0.296875,0.046875,0.953125
49,UNO,50.0,UNO,UNO,86760.515625,2115.546875,1.0247889757156372,0.00010550025035627186,43660.59765625,26547408.0,49133.4453125,52603.88671875,0.010271331295371056,0.058358848094940186,0.9416411519050598,0.016718958009732887,0.0625,0.046875,0.1171875,0.1328125,0.125,0.015625,0.0703125,0.0703125,0.3046875,0.0546875,0.953125
50,UNO,51.0,UNO,UNO,85883.140625,2116.1025390625,1.006890058517456,5.864914783160202e-05,43041.37890625,-18250016.0,46541.109375,51203.078125,-0.007658272981643677,0.057150356471538544,0.9428496360778809,0.01806412500445731,0.0625,0.046875,0.1171875,0.125,0.125,0.015625,0.0703125,0.0703125,0.3125,0.0546875,0.953125
51,UNO,52.0,UNO,UNO,85499.9453125,2116.513427734375,0.989556074142456,3.892796485160943e-07,42704.3125,1485664.0,45938.04296875,51833.60546875,0.0006239227950572968,0.055985093116760254,0.9440149068832397,0.017309957998804748,0.0625,0.046875,0.1171875,0.1171875,0.125,0.015625,0.0703125,0.0703125,0.3203125,0.0546875,0.953125
