expr-id,FID
0,175.2114715576172
1,175.13462829589844
2,174.479248046875
3,174.69427490234375
4,172.71356201171875
5,177.48095703125
6,173.10366821289062
7,173.10366821289062
8,175.50857543945312
9,171.86361694335938
