expr-id,FID
0,168.65060424804688
1,169.039306640625
2,172.99288940429688
3,167.21649169921875
4,165.8218994140625
5,169.87200927734375
6,169.00299072265625
7,166.73287963867188
8,168.70703125
9,171.49636840820312
