Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
1,0.48827406764030457,2.082409620285034,0.0,1.0,0.5473660826683044
2,0.5109623074531555,1.809129238128662,0.06000000000000005,0.94,0.588527262210846
3,0.22077994048595428,1.8121917247772217,0.76,0.24,0.025426005944609642
4,0.46270254254341125,1.8099801540374756,1.0,0.0,0.18833400309085846
5,0.2930128276348114,1.7953202724456787,1.0,0.0,0.22254829108715057
6,0.17611253261566162,1.8275728225708008,1.0,0.0,0.017375651746988297
7,0.3513690233230591,1.8063664436340332,1.0,0.0,0.023615079000592232
8,0.3161655068397522,1.8071560859680176,1.0,0.0,0.010996787808835506
9,0.12007977068424225,1.8355097770690918,1.0,0.0,0.00043650614679791033
10,0.2442299723625183,1.8099207878112793,1.0,0.0,0.07776766270399094
11,0.2751239836215973,1.825087308883667,1.0,0.0,0.06340843439102173
12,0.3693263530731201,1.8322525024414062,1.0,0.0,0.0014059410896152258
13,0.49233898520469666,1.803234338760376,1.0,0.0,0.006549575831741095
14,0.6101784706115723,1.8227581977844238,1.0,0.0,0.008128490298986435
15,0.5162981152534485,1.8216321468353271,1.0,0.0,0.0032451539300382137
16,0.2683563828468323,1.803269624710083,1.0,0.0,0.013044814579188824
17,0.3724159598350525,1.801138162612915,1.0,0.0,0.3680197298526764
18,0.29322880506515503,1.8119726181030273,1.0,0.0,0.00159104960039258
19,0.17260229587554932,1.8081746101379395,1.0,0.0,0.0004527732962742448
20,0.22040866315364838,1.8014705181121826,1.0,0.0,0.020042655989527702
21,0.18180282413959503,1.8050098419189453,1.0,0.0,0.023787185549736023
22,0.12069582939147949,1.8148272037506104,1.0,0.0,0.0046812864020466805
23,0.288806676864624,1.8009982109069824,1.0,0.0,0.33870193362236023
24,0.2579854726791382,1.8016507625579834,1.0,0.0,0.017619693651795387
25,0.3281733989715576,1.8139410018920898,1.0,0.0,0.00955328717827797
26,0.4713565707206726,1.8053326606750488,1.0,0.0,0.003581651486456394
27,0.44333022832870483,1.8060684204101562,1.0,0.0,4.1827592212939635e-05
28,0.31933146715164185,1.8385825157165527,1.0,0.0,0.4094099700450897
29,0.3062813878059387,1.8075098991394043,1.0,0.0,0.061600394546985626
30,0.2525969445705414,1.8416399955749512,1.0,0.0,0.008524066768586636
31,0.3053942620754242,1.8693945407867432,1.0,0.0,0.002278544707223773
32,0.2509194016456604,1.834623098373413,1.0,0.0,0.042585764080286026
33,0.32909831404685974,1.832331657409668,1.0,0.0,0.004192373715341091
34,0.26269617676734924,1.8466382026672363,1.0,0.0,0.0003443534951657057
35,0.34935423731803894,1.8460667133331299,1.0,0.0,0.0011106367455795407
36,0.41239437460899353,1.8342139720916748,1.0,0.0,0.010540180839598179
37,0.355830579996109,1.8412134647369385,1.0,0.0,0.0012691353913396597
38,0.1789712905883789,1.8130214214324951,1.0,0.0,0.060516372323036194
39,0.46307817101478577,1.8188562393188477,1.0,0.0,0.038780663162469864
40,0.1993439495563507,1.8253369331359863,1.0,0.0,0.000588931783568114
41,0.26403307914733887,1.815852403640747,0.98,0.02,3.227070237699081e-06
42,0.2104419767856598,1.809692144393921,1.0,0.0,0.04895943030714989
43,0.16534247994422913,1.8226649761199951,0.96,0.04,0.016332091763615608
44,0.25397178530693054,1.8126988410949707,0.98,0.02,0.014949049800634384
45,0.399067759513855,1.8103628158569336,0.92,0.08,0.09646760672330856
46,0.3565673232078552,1.8097925186157227,0.9,0.1,0.03361396864056587
47,0.3511285185813904,1.8148515224456787,0.9,0.1,0.03385232016444206
48,0.22730284929275513,1.8087632656097412,0.9,0.1,0.0016747466288506985
49,0.4496641755104065,1.8179900646209717,0.88,0.12,0.0020418930798768997
50,0.1593887209892273,1.8158175945281982,0.92,0.08,0.0060864463448524475
51,0.17707517743110657,1.801220178604126,0.88,0.12,0.008726128377020359
52,0.4541833698749542,1.8011105060577393,0.84,0.16,0.016769306734204292
53,0.2596873939037323,1.836949348449707,0.8200000000000001,0.18,1.20711192721501e-05
54,0.2928383946418762,1.801476240158081,0.8,0.2,0.002992444671690464
55,0.36882397532463074,1.8086106777191162,0.8200000000000001,0.18,3.800274157583772e-07
56,0.25865304470062256,1.8202104568481445,0.86,0.14,0.011330272071063519
57,0.5805407762527466,1.7937939167022705,0.88,0.12,0.0015417711110785604
58,0.39806556701660156,1.8002805709838867,0.88,0.12,9.322386176791042e-06
59,0.311132550239563,1.8287389278411865,0.94,0.06,0.0210017841309309
60,0.21887721121311188,1.8266446590423584,0.92,0.08,0.009915956296026707
