expr-id,FID
0,175.64559936523438
1,172.12551879882812
2,171.1632080078125
3,173.2545928955078
4,172.02706909179688
5,168.42752075195312
6,169.22640991210938
7,168.66671752929688
8,170.88449096679688
9,169.11871337890625
