expr-id,FID
0,23.0374698638916
1,23.395143508911133
2,24.140390396118164
3,23.154064178466797
4,23.749664306640625
5,23.262908935546875
6,22.929956436157227
7,23.417808532714844
8,23.31233024597168
9,23.5562744140625
