expr-id,FID
0,173.49588012695312
1,173.7236328125
2,170.98764038085938
3,172.73184204101562
4,172.86032104492188
5,173.8108673095703
6,172.93173217773438
7,173.72738647460938
8,172.24020385742188
9,172.536865234375
