Step,Update,Next Update Number,Next Update,Method,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Gradient Dot Product,Retain Gradient Norm,Forget Gradient Norm,Cosine Similarity,Absolute Cosine Similarity,Full Dataset Gradient Dot Product,Full Dataset Retain Gradient Norm,Full Dataset Forget Gradient Norm,Full Dataset Cosine Similarity,Absolute Full Dataset Cosine Similarity,Mean 1 Probability,1 - Mean 1 Probability,Time,0 Fraction,1 Fraction,2 Fraction,3 Fraction,4 Fraction,5 Fraction,6 Fraction,7 Fraction,8 Fraction,9 Fraction,1 - Fraction
10,Surgery,11.0,UNO,UNO-S,54052.61328125,1440.618408203125,0.49545207619667053,0.00019722226716112345,23806.16796875,-15199087.0,14163.287109375,76414.40625,-0.01404358446598053,0.01404358446598053,117679.0703125,722.904052734375,504.5343322753906,0.3226471245288849,0.3226471245288849,0.029569700360298157,0.970430314540863,0.9542662499879953,0.09375,0.046875,0.1171875,0.125,0.1171875,0.015625,0.1171875,0.0703125,0.1875,0.109375,0.953125
11,UNO,12.0,Surgery,UNO-S,51913.20703125,1407.630615234375,0.5035022497177124,0.032445672899484634,22007.205078125,318366368.0,21656.609375,81612.8125,0.18012681603431702,0.18012681603431702,133177.609375,708.2164916992188,507.569091796875,0.37048447132110596,0.37048447132110596,0.030105523765087128,0.9698944687843323,0.9802881249925122,0.09375,0.046875,0.1171875,0.1328125,0.1171875,0.015625,0.1171875,0.0703125,0.1875,0.1015625,0.953125
12,Surgery,13.0,UNO,UNO-S,52657.125,1417.40185546875,0.49505695700645447,0.11923033744096756,22539.77734375,462306560.0,18458.73828125,72532.8359375,0.3452974557876587,0.3452974557876587,164952.3125,710.3947143554688,577.0400390625,0.40239518880844116,0.40239518880844116,0.029472528025507927,0.9705274701118469,0.9380581250006799,0.1015625,0.0390625,0.1171875,0.1328125,0.09375,0.015625,0.109375,0.0703125,0.1953125,0.125,0.9609375
13,UNO,14.0,Surgery,UNO-S,55028.08203125,1420.6939697265625,0.4952559471130371,0.1500551700592041,22672.626953125,678583616.0,30933.05859375,56631.109375,0.3873695433139801,0.3873695433139801,168022.09375,731.97705078125,585.7499389648438,0.3918831944465637,0.3918831944465637,0.029448918998241425,0.970551073551178,0.9314336669922341,0.09375,0.0390625,0.1171875,0.1328125,0.09375,0.015625,0.109375,0.0703125,0.203125,0.125,0.9609375
14,Surgery,15.0,UNO,UNO-S,50859.625,1409.134765625,0.4621739983558655,0.04951167479157448,21879.150390625,233155392.0,14761.9833984375,70981.78125,0.22251218557357788,0.22251218557357788,173281.0625,768.6868896484375,623.0083618164062,0.3618326187133789,0.3618326187133789,0.027333663776516914,0.972666323184967,0.985527666984126,0.09375,0.0390625,0.1171875,0.1328125,0.09375,0.0234375,0.109375,0.0703125,0.1953125,0.125,0.9609375
15,UNO,16.0,Surgery,UNO-S,52305.703125,1426.019775390625,0.44245776534080505,0.026447676122188568,21277.861328125,211766320.0,18941.935546875,68744.6328125,0.1626274138689041,0.1626274138689041,167478.65625,848.18408203125,635.4464721679688,0.3107351064682007,0.3107351064682007,0.026139266788959503,0.9738607406616211,1.0041690840153024,0.09375,0.0390625,0.1171875,0.140625,0.09375,0.0234375,0.109375,0.0703125,0.1875,0.125,0.9609375
16,Surgery,17.0,UNO,UNO-S,52731.671875,1409.3211669921875,0.4418395161628723,0.20053493976593018,22297.849609375,-658440192.0,17647.76953125,83316.59375,-0.4478112757205963,0.4478112757205963,148038.703125,903.0613403320312,619.3196411132812,0.26469340920448303,0.26469340920448303,0.026371711865067482,0.9736282825469971,0.9645735830126796,0.09375,0.0390625,0.1171875,0.140625,0.09375,0.0234375,0.109375,0.0703125,0.1875,0.125,0.9609375
17,UNO,18.0,Surgery,UNO-S,54459.96875,1428.0703125,0.42875275015830994,0.26603323221206665,21926.177734375,-904499136.0,21261.853515625,82478.1796875,-0.5157840847969055,0.5157840847969055,139573.71875,912.3314819335938,638.7059936523438,0.23952454328536987,0.23952454328536987,0.0257435142993927,0.9742565155029297,0.9697290839976631,0.09375,0.0390625,0.1171875,0.140625,0.1015625,0.0234375,0.109375,0.0703125,0.1875,0.1171875,0.9609375
18,Surgery,19.0,UNO,UNO-S,54323.8203125,1422.969970703125,0.4319570064544678,0.1813391149044037,22042.625,-1209838208.0,31083.279296875,91401.78125,-0.42583930492401123,0.42583930492401123,132928.53125,922.6362915039062,629.7205200195312,0.2287915199995041,0.2287915199995041,0.026076145470142365,0.9739238619804382,0.9259783330198843,0.09375,0.03125,0.1171875,0.140625,0.1015625,0.0234375,0.109375,0.0703125,0.1953125,0.1171875,0.96875
19,UNO,20.0,Surgery,UNO-S,52485.81640625,1425.47021484375,0.4331403970718384,0.24341660737991333,22592.177734375,-1466079232.0,36821.9453125,80700.390625,-0.49337267875671387,0.49337267875671387,128538.125,880.3016967773438,637.5120849609375,0.22904033958911896,0.22904033958911896,0.026120200753211975,0.9738798141479492,0.9211604160082061,0.09375,0.0390625,0.1171875,0.140625,0.1171875,0.0234375,0.109375,0.0703125,0.1875,0.1015625,0.9609375
20,Surgery,21.0,UNO,UNO-S,51397.19921875,1424.62548828125,0.4475722312927246,0.07203876227140427,21937.296875,-418852896.0,18093.51171875,86249.296875,-0.2684003710746765,0.2684003710746765,102160.640625,805.751953125,570.7451171875,0.22214677929878235,0.22214677929878235,0.026890862733125687,0.9731091260910034,0.9797621250036173,0.09375,0.0390625,0.109375,0.1484375,0.1171875,0.0234375,0.109375,0.0703125,0.1875,0.1015625,0.9609375
21,UNO,22.0,Surgery,UNO-S,50776.2890625,1428.119384765625,0.45037704706192017,0.0060078175738453865,22187.6875,-126624016.0,17579.94921875,92926.6015625,-0.07751011103391647,0.07751011103391647,101240.78125,714.6695556640625,581.0401000976562,0.24380579590797424,0.24380579590797424,0.02685825154185295,0.9731417298316956,0.9412330409977585,0.09375,0.0390625,0.1015625,0.15625,0.1015625,0.0234375,0.109375,0.0703125,0.1875,0.1171875,0.9609375
22,Surgery,23.0,UNO,UNO-S,50454.9921875,1446.3814697265625,0.46226897835731506,0.07403302937746048,23324.49609375,495816864.0,21051.396484375,86562.0859375,0.2720901072025299,0.2720901072025299,114558.2890625,697.7650756835938,574.8827514648438,0.2855866849422455,0.2855866849422455,0.027435485273599625,0.9725645184516907,0.9355441670049913,0.09375,0.0390625,0.1015625,0.15625,0.09375,0.0234375,0.109375,0.0703125,0.1875,0.125,0.9609375
23,UNO,24.0,Surgery,UNO-S,47691.28125,1433.98486328125,0.48561111092567444,0.09216689318418503,21889.66015625,455697024.0,19226.423828125,78071.078125,0.30358999967575073,0.30358999967575073,102879.4453125,618.4821166992188,547.500244140625,0.30382058024406433,0.30382058024406433,0.028995336964726448,0.9710046648979187,0.969496290985262,0.09375,0.0390625,0.1015625,0.15625,0.09375,0.0234375,0.109375,0.0703125,0.1875,0.125,0.9609375
24,Surgery,25.0,UNO,UNO-S,47958.640625,1448.785888671875,0.49682122468948364,0.0002689801622182131,22061.0625,-18376208.0,16916.90625,66233.078125,-0.016400614753365517,0.016400614753365517,114715.7265625,635.424072265625,531.7910766601562,0.33948323130607605,0.33948323130607605,0.029756736010313034,0.9702432751655579,0.934491916996194,0.09375,0.0390625,0.1015625,0.15625,0.0859375,0.0234375,0.109375,0.0703125,0.1875,0.1328125,0.9609375
25,UNO,26.0,Surgery,UNO-S,47185.28125,1436.5888671875,0.48922011256217957,0.029553525149822235,21594.904296875,269234400.0,18134.43359375,86361.8515625,0.17191138863563538,0.17191138863563538,131064.046875,688.0,512.129638671875,0.37197622656822205,0.37197622656822205,0.02925843745470047,0.9707415699958801,0.9215194160060491,0.09375,0.0390625,0.1015625,0.15625,0.09375,0.0234375,0.109375,0.0703125,0.1875,0.125,0.9609375
26,Surgery,27.0,UNO,UNO-S,46834.08984375,1428.86767578125,0.4766083359718323,0.00035119670792482793,21721.345703125,20587508.0,19553.439453125,56183.0625,0.01874024234712124,0.01874024234712124,158759.515625,750.8330688476562,528.7982177734375,0.3998585343360901,0.3998585343360901,0.028451120480895042,0.971548855304718,0.998425583995413,0.09375,0.0390625,0.1015625,0.15625,0.09375,0.0234375,0.109375,0.0703125,0.1875,0.125,0.9609375
27,UNO,28.0,Surgery,UNO-S,47440.953125,1428.7620849609375,0.4554550051689148,0.03811147063970566,21030.3671875,204824240.0,14488.2744140625,72416.3984375,0.19522158801555634,0.19522158801555634,175486.53125,788.6954956054688,537.9158935546875,0.413637638092041,0.413637638092041,0.027110625058412552,0.9728893637657166,0.9258880839915946,0.09375,0.03125,0.1015625,0.15625,0.09375,0.0234375,0.109375,0.0703125,0.1953125,0.125,0.96875
28,Surgery,29.0,UNO,UNO-S,47715.1640625,1436.90576171875,0.43629351258277893,0.02424304373562336,21475.16015625,198284832.0,13558.9736328125,93922.390625,0.15570177137851715,0.15570177137851715,193257.75,812.0992431640625,576.8515625,0.41253769397735596,0.41253769397735596,0.02583242952823639,0.9741675853729248,0.9369983750220854,0.09375,0.03125,0.1015625,0.1484375,0.09375,0.0234375,0.109375,0.0703125,0.203125,0.125,0.96875
29,UNO,30.0,Surgery,UNO-S,49812.1875,1424.5377197265625,0.4302322268486023,0.003214433789253235,21659.0078125,-72466592.0,15145.220703125,84393.71875,-0.05669597536325455,0.05669597536325455,198599.859375,816.6760864257812,594.002197265625,0.4093935489654541,0.4093935489654541,0.025458436459302902,0.9745415449142456,0.9765217079839204,0.09375,0.03125,0.1015625,0.1484375,0.09375,0.0234375,0.109375,0.0703125,0.203125,0.125,0.96875
30,Surgery,31.0,UNO,UNO-S,49637.12890625,1454.924072265625,0.4354550540447235,0.007640100084245205,22493.890625,154963664.0,23150.607421875,76580.4453125,0.0874076634645462,0.0874076634645462,195504.40625,820.906494140625,600.2293701171875,0.3967760503292084,0.3967760503292084,0.025819148868322372,0.9741808772087097,0.9329407089971937,0.0859375,0.03125,0.1015625,0.1484375,0.09375,0.0234375,0.1171875,0.0703125,0.203125,0.125,0.96875
31,UNO,32.0,Surgery,UNO-S,49887.046875,1465.79150390625,0.442241370677948,9.24355408642441e-05,22755.43359375,-13157165.0,19858.20703125,68913.2578125,-0.009614340029656887,0.009614340029656887,183951.609375,822.050048828125,576.2981567382812,0.38829174637794495,0.38829174637794495,0.02621288411319256,0.9737871289253235,0.9457538750139065,0.0859375,0.03125,0.1015625,0.140625,0.1015625,0.0234375,0.1171875,0.0703125,0.2109375,0.1171875,0.96875
32,Surgery,33.0,UNO,UNO-S,49287.4921875,1433.33740234375,0.45425984263420105,0.18125347793102264,22454.64453125,-732598848.0,24833.89453125,69291.21875,-0.42573875188827515,0.42573875188827515,173265.125,809.6063232421875,543.6669921875,0.3936445713043213,0.3936445713043213,0.02705550752580166,0.9729444980621338,0.9790184160228819,0.0859375,0.03125,0.109375,0.1328125,0.1015625,0.0234375,0.1171875,0.0703125,0.2109375,0.1171875,0.96875
33,UNO,34.0,Surgery,UNO-S,48737.05078125,1459.013671875,0.46468645334243774,0.1753573715686798,22877.201171875,-457058048.0,21182.923828125,51525.65625,-0.4187569320201874,0.4187569320201874,184284.78125,852.201416015625,546.5997314453125,0.39561960101127625,0.39561960101127625,0.02773047611117363,0.9722695350646973,0.9163460420095362,0.0859375,0.0390625,0.1171875,0.125,0.125,0.0234375,0.1171875,0.0703125,0.203125,0.09375,0.9609375
34,Surgery,35.0,UNO,UNO-S,48995.0078125,1438.476318359375,0.48280465602874756,0.2531687915325165,23164.701171875,-622028160.0,20672.021484375,59802.87109375,-0.5031588077545166,0.5031588077545166,171931.328125,821.1347045898438,516.5673217773438,0.40533456206321716,0.40533456206321716,0.028859306126832962,0.9711406826972961,0.9286729170125909,0.0859375,0.0390625,0.1171875,0.125,0.125,0.0234375,0.1171875,0.0703125,0.203125,0.09375,0.9609375
35,UNO,36.0,Surgery,UNO-S,48788.8671875,1439.862548828125,0.5015895366668701,0.06478234380483627,21315.232421875,-192425712.0,16151.58984375,46807.9375,-0.25452375411987305,0.25452375411987305,172153.734375,806.2449340820312,507.11041259765625,0.42106279730796814,0.42106279730796814,0.030023090541362762,0.9699769020080566,0.9658930409932509,0.0859375,0.0390625,0.1171875,0.125,0.109375,0.0234375,0.1171875,0.0703125,0.203125,0.109375,0.9609375
36,Surgery,37.0,UNO,UNO-S,49099.953125,1448.3221435546875,0.5268723964691162,0.0009021500591188669,21607.908203125,-21303872.0,11306.197265625,62733.9375,-0.03003581240773201,0.03003581240773201,187163.859375,842.0443115234375,515.0384521484375,0.43156614899635315,0.43156614899635315,0.03153417259454727,0.9684658050537109,0.9497698750055861,0.0859375,0.0390625,0.1171875,0.125,0.109375,0.0234375,0.1171875,0.0703125,0.203125,0.109375,0.9609375
37,UNO,38.0,Surgery,UNO-S,48331.7265625,1451.0496826171875,0.5483249425888062,0.044620342552661896,22797.982421875,213952672.0,19917.853515625,50852.08203125,0.21123526990413666,0.21123526990413666,188570.8125,848.509521484375,506.5708312988281,0.43870994448661804,0.43870994448661804,0.03282187134027481,0.9671781063079834,0.9144136660033837,0.0859375,0.046875,0.1171875,0.125,0.109375,0.0234375,0.1171875,0.0703125,0.1953125,0.109375,0.953125
38,Surgery,39.0,UNO,UNO-S,48025.3359375,1437.5068359375,0.5687838196754456,0.17574846744537354,21880.50390625,654373184.0,25289.2578125,61722.51953125,0.4192236363887787,0.4192236363887787,174979.296875,834.51806640625,474.2248840332031,0.4421469271183014,0.4421469271183014,0.034122906625270844,0.965877115726471,0.984851167013403,0.0859375,0.046875,0.1171875,0.125,0.1015625,0.0234375,0.1171875,0.0703125,0.1953125,0.1171875,0.953125
39,UNO,40.0,Surgery,UNO-S,46696.7109375,1430.01220703125,0.5779112577438354,0.007228416856378317,21533.439453125,123602184.0,26925.357421875,53993.6953125,0.08502009510993958,0.08502009510993958,157028.1875,849.4423828125,436.1909484863281,0.42380595207214355,0.42380595207214355,0.03472574055194855,0.9652742743492126,0.9172259999904782,0.0859375,0.046875,0.1171875,0.125,0.1015625,0.0234375,0.1171875,0.0703125,0.1953125,0.1171875,0.953125
40,Surgery,41.0,UNO,UNO-S,48570.23046875,1442.7537841796875,0.5720616579055786,0.014532722532749176,21993.30078125,143423520.0,18861.015625,63078.55078125,0.12055174261331558,0.12055174261331558,153797.359375,878.0677490234375,416.02252197265625,0.4210212230682373,0.4210212230682373,0.034357450902462006,0.9656425714492798,0.9297565000015311,0.0859375,0.046875,0.1171875,0.125,0.1015625,0.0234375,0.1171875,0.0703125,0.1953125,0.1171875,0.953125
41,UNO,42.0,Surgery,UNO-S,49349.04296875,1436.522216796875,0.5543735027313232,0.01462628971785307,22238.056640625,-98466008.0,16383.1923828125,49695.921875,-0.12093919515609741,0.12093919515609741,148145.75,917.22021484375,406.49444580078125,0.3973388075828552,0.3973388075828552,0.03326064720749855,0.9667393565177917,0.9920215829915833,0.0859375,0.046875,0.1171875,0.1328125,0.09375,0.0234375,0.1171875,0.0703125,0.1875,0.125,0.953125
42,Surgery,43.0,UNO,UNO-S,46806.58203125,1417.7781982421875,0.5228067636489868,3.462173117441125e-05,21421.3671875,-4060539.75,21346.888671875,32327.69921875,-0.005884023383259773,0.005884023383259773,133026.96875,900.48779296875,382.9122009277344,0.3858003616333008,0.3858003616333008,0.03120606765151024,0.9687939286231995,0.9316905830055475,0.09375,0.03125,0.1171875,0.1328125,0.0859375,0.0234375,0.109375,0.0703125,0.203125,0.1328125,0.96875
43,UNO,44.0,Surgery,UNO-S,47657.8046875,1421.5731201171875,0.4896167814731598,0.002388536697253585,21410.4609375,35362564.0,19067.185546875,37948.19921875,0.048872657120227814,0.048872657120227814,148382.53125,935.4351806640625,437.7141418457031,0.3623918890953064,0.3623918890953064,0.028972936794161797,0.9710270762443542,0.9182148749823682,0.09375,0.03125,0.1171875,0.140625,0.078125,0.0234375,0.109375,0.0703125,0.1953125,0.140625,0.96875
44,Surgery,45.0,UNO,UNO-S,48621.046875,1443.0140380859375,0.45497703552246094,0.001064239302650094,21543.048828125,30670262.0,22992.380859375,40889.703125,0.03262268006801605,0.03262268006801605,135787.390625,867.7052612304688,463.82110595703125,0.33739355206489563,0.33739355206489563,0.02672913856804371,0.973270833492279,0.9942755830124952,0.09375,0.03125,0.1171875,0.140625,0.078125,0.0234375,0.109375,0.0703125,0.1953125,0.140625,0.96875
45,UNO,46.0,Surgery,UNO-S,46744.28125,1440.850341796875,0.43318143486976624,0.028776371851563454,20544.228515625,146046576.0,17291.97265625,49788.46484375,0.16963599622249603,0.16963599622249603,122876.5703125,828.5958251953125,466.066650390625,0.3181839883327484,0.3181839883327484,0.0254250168800354,0.9745749831199646,0.9121919579920359,0.09375,0.03125,0.1171875,0.1484375,0.078125,0.0234375,0.109375,0.0703125,0.1875,0.140625,0.96875
46,Surgery,47.0,UNO,UNO-S,47891.0,1422.2513427734375,0.41171619296073914,0.016323287039995193,21252.255859375,-165325744.0,32368.35546875,39977.5390625,-0.12776261568069458,0.12776261568069458,119969.3515625,769.5365600585938,513.0756225585938,0.30385032296180725,0.30385032296180725,0.02414194867014885,0.9758580327033997,0.9612397089949809,0.09375,0.03125,0.1171875,0.1484375,0.078125,0.0234375,0.109375,0.0703125,0.1875,0.140625,0.96875
47,UNO,48.0,Surgery,UNO-S,48607.05859375,1408.214111328125,0.3956807255744934,0.001215728698298335,21875.60546875,-42217872.0,26936.802734375,44950.2265625,-0.0348673015832901,0.0348673015832901,119980.9375,742.0994873046875,540.3429565429688,0.29921311140060425,0.29921311140060425,0.023150887340307236,0.9768491387367249,1.0390426669910084,0.09375,0.03125,0.1171875,0.1484375,0.078125,0.0234375,0.109375,0.0703125,0.1875,0.140625,0.96875
48,Surgery,49.0,UNO,UNO-S,50626.3671875,1434.275146484375,0.38167911767959595,0.14217564463615417,22954.494140625,509086112.0,26998.59765625,50007.76953125,0.3770618438720703,0.3770618438720703,112118.671875,682.684326171875,524.1160278320312,0.3133505880832672,0.3133505880832672,0.022268520668148994,0.977731466293335,0.9663238330103923,0.0859375,0.03125,0.109375,0.15625,0.078125,0.0234375,0.1171875,0.0703125,0.1875,0.140625,0.96875
49,UNO,50.0,Surgery,UNO-S,48346.23828125,1420.7371826171875,0.3784811496734619,0.01069232914596796,21176.6015625,153719152.0,37366.265625,39784.33203125,0.1034037172794342,0.1034037172794342,103658.859375,625.91650390625,491.97174072265625,0.3366276025772095,0.3366276025772095,0.022222423925995827,0.9777776002883911,0.9291122499853373,0.0859375,0.03125,0.109375,0.15625,0.09375,0.0234375,0.1171875,0.0703125,0.1875,0.125,0.96875
50,Surgery,,None (final state),UNO-S,49456.7734375,1427.9715576171875,0.38885951042175293,0.07518836855888367,21521.26953125,412885088.0,26253.900390625,57353.5234375,0.27420496940612793,0.27420496940612793,130607.1875,678.0870361328125,524.8834838867188,0.36695998907089233,0.36695998907089233,0.02310354635119438,0.9768964648246765,0.9847727500018664,0.0859375,0.03125,0.109375,0.15625,0.1015625,0.0234375,0.1171875,0.0703125,0.1875,0.1171875,0.96875
