expr-id,FID
0,22.91555404663086
1,24.277395248413086
2,23.883275985717773
3,23.19649314880371
4,24.315814971923828
5,23.57221221923828
6,22.67220115661621
7,23.18829345703125
8,23.47260856628418
9,24.04623794555664
