expr-id,FID
0,167.1633758544922
1,168.40513610839844
2,169.16688537597656
3,166.57583618164062
4,165.7230224609375
5,169.08224487304688
6,170.3560333251953
7,175.312744140625
8,170.67990112304688
9,166.32061767578125
