expr-id,FID
0,177.1831817626953
1,177.8748321533203
2,169.6529998779297
3,177.172119140625
4,170.54745483398438
5,173.91416931152344
6,175.96792602539062
7,177.54090881347656
8,170.9079132080078
9,nan
