expr-id,FID
0,182.45339965820312
1,172.7910919189453
2,177.630126953125
3,177.29837036132812
4,187.81527709960938
5,172.63140869140625
6,178.90548706054688
7,175.56613159179688
8,171.72610473632812
9,174.21395874023438
