Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
1,0.12217091023921967,2.058014154434204,0.020000000000000018,0.98,0.1136942207813263
2,0.17590174078941345,1.8031868934631348,0.16000000000000003,0.84,0.0704004317522049
3,0.3453223705291748,1.8065528869628906,0.92,0.08,0.5257272720336914
4,0.6292389631271362,1.826540231704712,1.0,0.0,0.09155231714248657
5,0.2546708583831787,1.814950942993164,1.0,0.0,0.06886658072471619
6,0.22547736763954163,1.8020155429840088,1.0,0.0,0.013037157244980335
7,0.22899740934371948,1.8280882835388184,1.0,0.0,0.03266347199678421
8,0.4442589282989502,1.8246755599975586,1.0,0.0,0.02610401064157486
9,0.33786800503730774,1.798983097076416,1.0,0.0,0.0003321926051285118
10,0.39355623722076416,1.810422658920288,1.0,0.0,0.004035532008856535
11,0.32175955176353455,1.809342622756958,1.0,0.0,0.03500710055232048
12,0.23126131296157837,1.805727481842041,1.0,0.0,0.0026863778475672007
13,0.3718232214450836,1.8051366806030273,1.0,0.0,0.016314109787344933
14,0.3914557993412018,1.8080437183380127,0.98,0.02,0.029210517182946205
15,0.28369587659835815,1.8072009086608887,0.96,0.04,0.19484493136405945
16,0.3016749918460846,1.8127632141113281,0.98,0.02,0.12285096943378448
17,0.3354954421520233,1.814206838607788,1.0,0.0,0.006369373761117458
18,0.3327673375606537,1.800227165222168,1.0,0.0,0.0037931574042886496
19,0.2879846692085266,1.8206830024719238,1.0,0.0,0.015837743878364563
20,0.42225584387779236,1.842371940612793,1.0,0.0,0.0003773864300455898
21,0.3573344647884369,1.8205022811889648,0.98,0.02,0.00018012075452134013
22,0.48230528831481934,1.7988572120666504,1.0,0.0,0.021642228588461876
23,0.2229771465063095,1.8320567607879639,1.0,0.0,0.007932993583381176
24,0.2586785852909088,1.8095355033874512,1.0,0.0,0.00023553478240501136
25,0.28863924741744995,1.8220736980438232,0.98,0.02,0.003577477065846324
26,0.2066458761692047,1.8334105014801025,0.98,0.02,0.0129399998113513
27,0.3105139434337616,1.8161005973815918,0.94,0.06,2.3188547856989317e-05
28,0.3996058702468872,1.81740140914917,0.92,0.08,0.0020832365844398737
29,0.2154964953660965,1.8279380798339844,0.94,0.06,0.0003494962293189019
30,0.25812262296676636,1.8261525630950928,0.9,0.1,0.0009114763233810663
31,0.2207239419221878,1.8097219467163086,0.94,0.06,1.5224929484247696e-05
32,0.28006717562675476,1.8025996685028076,0.96,0.04,0.07453850656747818
33,0.3608217239379883,1.8245716094970703,0.96,0.04,2.5787807317101397e-05
34,0.12166224420070648,1.8277206420898438,1.0,0.0,0.000705312064383179
35,0.37521666288375854,1.8064966201782227,0.94,0.06,8.08640688774176e-05
36,0.24628612399101257,1.8231770992279053,0.96,0.04,0.015876904129981995
37,0.35017362236976624,1.8222684860229492,0.96,0.04,0.0003407096373848617
38,0.42926785349845886,1.8200855255126953,0.94,0.06,0.008546018972992897
39,0.35362061858177185,1.8175132274627686,0.96,0.04,0.012336592189967632
40,0.324306458234787,1.8076279163360596,0.98,0.02,0.00039726527757011354
41,0.32307735085487366,1.8140590190887451,0.94,0.06,0.009248797781765461
42,0.2158832848072052,1.8544855117797852,0.94,0.06,0.0003681120288092643
43,0.2891674339771271,1.8032166957855225,1.0,0.0,0.003555558156222105
44,0.2158377319574356,1.8144848346710205,0.96,0.04,0.003324026009067893
45,0.4876096248626709,1.8382611274719238,0.96,0.04,0.0018263872480019927
46,0.16580893099308014,1.810664176940918,0.96,0.04,0.009543848223984241
47,0.5602665543556213,1.8083093166351318,0.98,0.02,0.014171745628118515
48,0.2839462161064148,1.7995316982269287,0.96,0.04,0.0008964160224422812
49,0.5738532543182373,1.8275494575500488,0.96,0.04,0.0007330502849072218
50,0.16992349922657013,1.8071990013122559,0.96,0.04,0.00014167727204039693
51,0.20651875436306,1.8129642009735107,0.96,0.04,0.011663807556033134
52,0.2880510985851288,1.8335638046264648,0.96,0.04,0.04093088209629059
53,0.26895666122436523,1.8088138103485107,0.96,0.04,0.012362795881927013
54,0.3177681565284729,1.8093347549438477,0.98,0.02,0.02773824706673622
55,0.281109094619751,1.8311266899108887,0.94,0.06,0.0002582130255177617
56,0.2609250843524933,1.823373556137085,0.94,0.06,0.02099369652569294
57,0.17420461773872375,1.7928869724273682,0.94,0.06,0.08471842855215073
58,0.2674429416656494,1.8175015449523926,0.96,0.04,0.00038645617314614356
59,0.2806505560874939,1.7993590831756592,0.94,0.06,0.04779922589659691
60,0.3925355076789856,1.7973759174346924,0.96,0.04,5.2833169320365414e-05
61,0.3131270706653595,1.808898687362671,0.94,0.06,8.5680432675872e-05
62,0.30777373909950256,1.8075852394104004,0.92,0.08,0.00027468023472465575
63,0.307699590921402,1.800201654434204,0.88,0.12,0.05736732482910156
64,0.4275238811969757,1.8194003105163574,0.9,0.1,0.1792176067829132
65,0.29468822479248047,1.8008391857147217,0.86,0.14,0.00017297394515480846
66,0.23262205719947815,1.7951109409332275,0.86,0.14,2.209144258813467e-05
67,0.17259323596954346,1.8027563095092773,0.9,0.1,0.0023476649075746536
68,0.30766040086746216,1.8152692317962646,0.92,0.08,0.004480964504182339
69,0.3154635727405548,1.8064792156219482,0.9,0.1,0.003515914548188448
70,0.3802449107170105,1.8000974655151367,0.96,0.04,0.23177778720855713
71,0.3819921314716339,1.8116483688354492,0.94,0.06,0.23018904030323029
72,0.38733547925949097,1.8018038272857666,0.92,0.08,0.019324857741594315
73,0.2899438142776489,1.8176555633544922,0.98,0.02,0.010617679916322231
74,0.3504277467727661,1.8277218341827393,0.94,0.06,0.031089548021554947
75,0.29562652111053467,1.8070123195648193,1.0,0.0,0.07809711992740631
76,0.36501383781433105,1.8224668502807617,0.96,0.04,0.10137560218572617
77,0.28800350427627563,1.820565938949585,0.98,0.02,0.035284899175167084
78,0.11895551532506943,1.8105697631835938,0.92,0.08,0.006283021531999111
79,0.22038568556308746,1.8146178722381592,0.96,0.04,0.03915435075759888
80,0.4903565049171448,1.8314156532287598,0.94,0.06,0.005898600444197655
81,0.7068988084793091,1.8077123165130615,0.94,0.06,0.0009115408174693584
82,0.2615399658679962,1.8023350238800049,0.94,0.06,0.004007445648312569
83,0.2925785481929779,1.8231396675109863,0.8200000000000001,0.18,0.005896627902984619
84,0.26613476872444153,1.8002614974975586,0.86,0.14,0.03379981592297554
85,0.38787543773651123,1.8247554302215576,0.92,0.08,0.05331048741936684
86,0.47793909907341003,1.8104133605957031,0.98,0.02,0.06843309104442596
87,0.33079949021339417,1.836714744567871,1.0,0.0,0.001643411465920508
88,0.3620043992996216,1.8128912448883057,0.98,0.02,0.008868495933711529
89,0.3364410698413849,1.8020832538604736,1.0,0.0,4.863037247559987e-05
90,0.294853150844574,1.8314008712768555,1.0,0.0,0.0009476181003265083
91,0.5605481266975403,1.7932384014129639,1.0,0.0,0.03412613645195961
92,0.3464166224002838,1.7997426986694336,1.0,0.0,0.047683123499155045
93,0.31409379839897156,1.8241660594940186,0.98,0.02,0.0002034609642578289
94,0.27358266711235046,1.8068983554840088,0.98,0.02,0.0003934967680834234
95,0.4042740762233734,1.8104736804962158,0.98,0.02,0.0005450856406241655
96,0.15347331762313843,1.8185622692108154,0.94,0.06,7.058050687192008e-05
97,0.265208899974823,1.80765700340271,0.96,0.04,0.019192086532711983
98,0.4003652036190033,1.8053362369537354,0.92,0.08,0.00028515205485746264
99,0.2741234600543976,1.8137788772583008,0.98,0.02,0.0009682852542027831
100,0.30512285232543945,1.810309886932373,0.92,0.08,0.01864229142665863
