expr-id,FID
0,173.61572265625
1,170.73385620117188
2,176.65875244140625
3,171.59083557128906
4,171.94300842285156
5,174.34861755371094
6,172.03311157226562
7,173.8255157470703
8,175.8465576171875
9,173.35150146484375
