expr-id,FID
0,11.790497029581388
1,11.961655620536249
2,12.47211392655504
3,12.474190953793425
4,10.800116485355602
5,10.649751980721362
6,12.435934410563448
7,11.155079321234922
8,11.371306236031387
9,13.342885987309444
