Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
0.0,8.260314643850002e-06,0.3551076650619507,0.0,0.0,0.0
0.0,0.01966249637371218,0.009239554405212402,0.0,0.0,0.0
