Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
1,0.4842893183231354,2.050147771835327,0.040000000000000036,0.96,0.12164788693189621
2,0.5714197754859924,1.8231327533721924,0.0,1.0,0.5382305383682251
3,0.4821251928806305,1.7963783740997314,0.56,0.44,0.3676846921443939
4,0.2172466516494751,1.8131940364837646,1.0,0.0,0.06613164395093918
5,0.4491313695907593,1.8070180416107178,1.0,0.0,0.32583752274513245
6,0.28826695680618286,1.8085064888000488,1.0,0.0,0.05198662728071213
7,0.24585184454917908,1.8109245300292969,1.0,0.0,0.25631970167160034
8,0.3079398274421692,1.8108205795288086,1.0,0.0,0.3020850419998169
9,0.26937854290008545,1.804884672164917,1.0,0.0,0.1173495203256607
10,0.41016751527786255,1.8066365718841553,1.0,0.0,0.009478610008955002
11,0.20491673052310944,1.8252272605895996,1.0,0.0,0.019946129992604256
12,0.2598656415939331,1.8082103729248047,1.0,0.0,0.03808987885713577
13,0.3982986509799957,1.8158202171325684,1.0,0.0,0.33947980403900146
14,0.30229946970939636,1.8335785865783691,1.0,0.0,0.0031314759980887175
15,0.19953365623950958,1.816183090209961,1.0,0.0,0.0520368292927742
16,0.5251970291137695,1.8180434703826904,1.0,0.0,0.09719163179397583
17,0.3100322484970093,1.8579540252685547,0.98,0.02,0.012249146588146687
18,0.2921348810195923,1.8083138465881348,1.0,0.0,0.014426998794078827
19,0.35697686672210693,1.8025639057159424,0.96,0.04,5.004795457352884e-05
20,0.3862188458442688,1.8251121044158936,0.96,0.04,0.056353289633989334
21,0.1569858193397522,1.7931981086730957,0.92,0.08,0.00960952416062355
22,0.4986798167228699,1.812450647354126,0.84,0.16,0.0038882398512214422
23,0.3654108941555023,1.850475788116455,0.88,0.12,0.012434147298336029
24,0.3539939224720001,1.809288501739502,0.84,0.16,0.00552405696362257
25,0.41855984926223755,1.811223030090332,0.84,0.16,0.0011242759646847844
26,0.40440502762794495,1.8139047622680664,0.84,0.16,0.06438398361206055
27,0.3383174538612366,1.8098223209381104,0.8200000000000001,0.18,0.0004737867566291243
28,0.12300314754247665,1.8020215034484863,0.86,0.14,6.693844625260681e-05
29,0.41586166620254517,1.8045144081115723,0.86,0.14,0.1262812465429306
30,0.3638479709625244,1.7954330444335938,0.78,0.22,0.0016934771556407213
31,0.4418065547943115,1.8020148277282715,0.86,0.14,0.10121764242649078
32,0.23754918575286865,1.807002305984497,0.8200000000000001,0.18,0.004940804559737444
33,0.2380938082933426,1.8175129890441895,0.86,0.14,0.009667698293924332
34,0.5666477084159851,1.7902064323425293,0.88,0.12,0.057114679366350174
35,0.2040502279996872,1.8138105869293213,0.9,0.1,0.018867025151848793
36,0.3185521066188812,1.8166449069976807,0.88,0.12,0.0324847474694252
37,0.4458891749382019,1.7954213619232178,0.9,0.1,0.0006437368574552238
38,0.32246148586273193,1.817098617553711,0.92,0.08,0.009959939867258072
39,0.3326558470726013,1.829864501953125,0.94,0.06,0.0008735046139918268
40,0.45489534735679626,1.796731948852539,0.9,0.1,0.05043865740299225
41,0.29802101850509644,1.7911748886108398,0.94,0.06,8.298786997329444e-05
42,0.30015337467193604,1.8111119270324707,1.0,0.0,0.11628226190805435
43,0.2485632300376892,1.8032135963439941,0.96,0.04,0.0003800387785304338
44,0.24984487891197205,1.820979118347168,0.9,0.1,0.028459623456001282
