expr-id,FID
0,173.81808471679688
1,172.29608154296875
2,173.09341430664062
3,173.07186889648438
4,171.93678283691406
5,173.76121520996094
6,173.58538818359375
7,171.7978515625
8,171.7256622314453
9,173.40667724609375
