expr-id,FID
0,12.645502673594137
1,11.353874188617766
2,11.680312719961137
3,10.606300148980154
4,12.624646602221247
5,11.140486393038401
6,11.655134983542382
7,10.989436342208649
8,11.43612867835327
9,11.98558302665694
