expr-id,FID
0,618.6669921875
1,604.9896240234375
2,611.857421875
3,619.7757568359375
4,607.7535400390625
5,607.859130859375
6,607.4337768554688
7,617.0567626953125
8,612.8585815429688
9,614.740966796875
