Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
1,0.4852621257305145,2.0731260776519775,0.0,1.0,0.19437286257743835
2,0.4633341431617737,1.8160932064056396,0.0,1.0,0.4642963409423828
3,0.35544517636299133,1.8052375316619873,0.16000000000000003,0.84,0.2822187542915344
4,0.2226095348596573,1.8100581169128418,0.88,0.12,0.04761069640517235
5,0.2424454540014267,1.7999541759490967,1.0,0.0,0.07059665769338608
6,0.44818010926246643,1.8364977836608887,1.0,0.0,0.022434229031205177
7,0.23736624419689178,1.802680253982544,1.0,0.0,0.07331368327140808
8,0.179287850856781,1.8153133392333984,1.0,0.0,0.0055562942288815975
9,0.4483117163181305,1.7985365390777588,1.0,0.0,0.008457138203084469
10,0.5136317014694214,1.8210949897766113,1.0,0.0,0.01502557285130024
11,0.291729211807251,1.7955491542816162,1.0,0.0,0.006354509852826595
12,0.31137698888778687,1.7910351753234863,1.0,0.0,0.0023662219755351543
13,0.32692500948905945,1.8022189140319824,1.0,0.0,0.0019993148744106293
14,0.3147869408130646,1.8191661834716797,1.0,0.0,0.0003588852705433965
15,0.3974546492099762,1.828258991241455,1.0,0.0,0.030352069064974785
16,0.22868600487709045,1.8121445178985596,1.0,0.0,0.009025495499372482
17,0.15007974207401276,1.820754051208496,1.0,0.0,0.04929374158382416
18,0.38234004378318787,1.8029134273529053,1.0,0.0,0.0038573171477764845
19,0.2911398112773895,1.8043947219848633,1.0,0.0,0.01078638806939125
20,0.4002135097980499,1.802990198135376,1.0,0.0,0.04178467020392418
21,0.4454619586467743,1.7868375778198242,1.0,0.0,0.01878960058093071
22,0.4623687267303467,1.8139512538909912,1.0,0.0,0.011697099544107914
23,0.32143905758857727,1.805288314819336,0.98,0.02,9.793160279514268e-05
24,0.2281433790922165,1.8256781101226807,0.96,0.04,0.002169119892641902
25,0.20034629106521606,1.8074414730072021,1.0,0.0,0.004593551158905029
26,0.3229959011077881,1.8232533931732178,0.98,0.02,0.0014601610600948334
27,0.35184720158576965,1.8784737586975098,0.98,0.02,0.04332176595926285
28,0.2593681514263153,1.8277227878570557,0.98,0.02,0.00576897244900465
29,0.1533094048500061,1.8233401775360107,0.98,0.02,0.0013932354049757123
30,0.21906514465808868,1.8088610172271729,0.96,0.04,0.00021886714966967702
31,0.25355541706085205,1.8131155967712402,0.96,0.04,0.0020468055736273527
32,0.4389496445655823,1.8134362697601318,0.9,0.1,0.03899336978793144
33,0.34915515780448914,1.810915470123291,0.9,0.1,0.0435105636715889
34,0.21963375806808472,1.8293488025665283,0.96,0.04,0.0008738597971387208
35,0.2245318591594696,1.8172507286071777,0.96,0.04,0.0008096592500805855
36,0.28850075602531433,1.82271409034729,0.96,0.04,0.0014316922752186656
37,0.3321611285209656,1.83522367477417,0.96,0.04,0.023614121600985527
38,0.46468743681907654,1.821810245513916,0.98,0.02,0.0870501697063446
39,0.3652414381504059,1.8037896156311035,0.96,0.04,0.08963851630687714
40,0.20555247366428375,1.8087131977081299,0.96,0.04,0.001787784043699503
41,0.31564247608184814,1.7865097522735596,0.98,0.02,0.00042523330193944275
42,0.2755930423736572,1.8076064586639404,0.96,0.04,0.16633467376232147
43,0.34572920203208923,1.802990436553955,0.96,0.04,0.0007277691620402038
44,0.11405868828296661,1.848029375076294,0.94,0.06,0.00019218258967157453
45,0.28103378415107727,1.8005201816558838,0.88,0.12,0.0021212527062743902
46,0.15734846889972687,1.8109264373779297,0.88,0.12,0.009589306078851223
47,0.333234041929245,1.8114278316497803,0.8200000000000001,0.18,0.027091791853308678
48,0.20299482345581055,1.8097712993621826,0.8200000000000001,0.18,0.00044766502105630934
49,0.364260196685791,1.8095598220825195,0.8200000000000001,0.18,0.015322812832891941
50,0.49672695994377136,1.8080418109893799,0.8,0.2,0.00547938235104084
51,0.16812820732593536,1.8037617206573486,0.8,0.2,0.00011629128130152822
52,0.24587905406951904,1.7950987815856934,0.72,0.28,2.233433951914776e-05
53,0.3144836127758026,1.8052308559417725,0.72,0.28,0.0031078679021447897
54,0.6628904938697815,1.8250105381011963,0.74,0.26,0.05512488633394241
55,0.25486525893211365,1.8037824630737305,0.6599999999999999,0.34,2.4736669729463756e-05
56,0.16680863499641418,1.812633752822876,0.6,0.4,0.008282606489956379
57,0.4991554021835327,1.7967565059661865,0.5800000000000001,0.42,0.0004178150848019868
58,0.25195571780204773,1.8182787895202637,0.64,0.36,0.06683626025915146
59,0.2211260199546814,1.7981274127960205,0.64,0.36,0.004768716171383858
60,0.4111660420894623,1.8021109104156494,0.64,0.36,0.001626139273867011
61,0.2775088846683502,1.8130321502685547,0.56,0.44,0.004430313128978014
62,0.3715534806251526,1.7853984832763672,0.7,0.3,0.0008045763825066388
63,0.2512781023979187,1.8008508682250977,0.7,0.3,0.026974739506840706
64,0.3092595636844635,1.8102898597717285,0.8,0.2,0.00031975714955478907
65,0.8215228319168091,1.8058114051818848,0.8200000000000001,0.18,0.0013488586992025375
66,0.4888021945953369,1.7972288131713867,0.64,0.36,0.005247717723250389
67,0.19629418849945068,1.801112413406372,0.64,0.36,0.03203035891056061
68,0.2489093691110611,1.8245844841003418,0.6599999999999999,0.34,0.0006835850654169917
69,0.23415373265743256,1.7922937870025635,0.6799999999999999,0.32,0.012823302298784256
70,0.41889336705207825,1.7984144687652588,0.7,0.3,0.0010907902615144849
71,0.36417675018310547,1.789738416671753,0.78,0.22,0.034886281937360764
72,0.23231340944766998,1.8294556140899658,0.72,0.28,0.00014753197319805622
73,0.34406808018684387,1.8052587509155273,0.7,0.3,0.01223831344395876
74,0.514615535736084,1.807436227798462,0.74,0.26,0.010040294378995895
75,0.36925846338272095,1.8227951526641846,0.76,0.24,0.015121064148843288
76,0.30630072951316833,1.7938296794891357,0.8200000000000001,0.18,0.0005860475357621908
77,0.2866871654987335,1.8072328567504883,0.76,0.24,0.0009178452310152352
78,0.302738755941391,1.807588815689087,0.8,0.2,0.0049508195370435715
79,0.2994932532310486,1.8078830242156982,0.8200000000000001,0.18,0.0009981413604691625
80,0.4285010099411011,1.80564284324646,0.84,0.16,0.0005421907408162951
81,0.20707567036151886,1.8077647686004639,0.94,0.06,9.512392352917232e-06
82,0.2772950232028961,1.7995555400848389,0.78,0.22,0.0002911065530497581
83,0.7051345109939575,1.81575345993042,0.8,0.2,0.0004413501010276377
84,0.3561246693134308,1.8025646209716797,0.8200000000000001,0.18,0.005341643467545509
85,0.4596385359764099,1.8290741443634033,0.88,0.12,0.001925628399476409
86,0.35445937514305115,1.8103115558624268,0.8,0.2,0.008690649643540382
87,0.2991131544113159,1.8089370727539062,0.8,0.2,0.00015851444914005697
88,0.2719564437866211,1.8121085166931152,0.92,0.08,0.04401051253080368
89,0.3012946844100952,1.8431828022003174,0.88,0.12,0.01031511276960373
90,0.41907960176467896,1.8188533782958984,0.94,0.06,0.01032060943543911
91,0.26318874955177307,1.83180832862854,0.86,0.14,0.0010857383022084832
92,0.3373458981513977,1.8316929340362549,0.86,0.14,0.015779225155711174
93,0.3253386914730072,1.8283271789550781,0.94,0.06,0.006470685824751854
94,0.3081478774547577,1.821183204650879,0.88,0.12,0.004715755581855774
95,0.19068212807178497,1.8200252056121826,0.92,0.08,0.04338575527071953
96,0.2499346286058426,1.815467119216919,0.92,0.08,0.002421995159238577
97,0.5325914025306702,1.8188903331756592,0.9,0.1,0.013097179122269154
98,0.17131222784519196,1.810370922088623,0.92,0.08,0.015167217701673508
99,0.36363890767097473,1.8087291717529297,0.98,0.02,0.00711376778781414
100,0.5362762212753296,1.8225288391113281,0.96,0.04,0.03392299637198448
