Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
1,0.3042266070842743,2.063413143157959,0.0,1.0,0.7046442627906799
2,0.3282599449157715,1.8275830745697021,0.16000000000000003,0.84,0.07353872805833817
3,0.22092710435390472,1.8166687488555908,0.94,0.06,0.21661269664764404
4,0.3809593617916107,1.8130919933319092,1.0,0.0,0.1915472149848938
5,0.35636356472969055,1.8196208477020264,1.0,0.0,0.010584991425275803
6,0.30849379301071167,1.8226335048675537,1.0,0.0,0.03576570004224777
7,0.21796798706054688,1.8113150596618652,1.0,0.0,0.04213733598589897
8,0.284220814704895,1.8114914894104004,1.0,0.0,0.026881160214543343
9,0.34868812561035156,1.8343048095703125,1.0,0.0,0.04274839162826538
10,0.18923653662204742,1.804152011871338,1.0,0.0,0.05260055139660835
11,0.20511478185653687,1.8061714172363281,1.0,0.0,0.06255900859832764
12,0.47459515929222107,1.8162367343902588,1.0,0.0,0.11164207011461258
13,0.22981204092502594,1.8002231121063232,0.92,0.08,0.0043606236577034
14,0.24692565202713013,1.809676170349121,0.88,0.12,0.0019047947134822607
15,0.25366875529289246,1.8219127655029297,0.88,0.12,0.0655592530965805
16,0.26134511828422546,1.8091015815734863,0.84,0.16,0.030808886513113976
17,0.21828150749206543,1.8148739337921143,0.84,0.16,0.0006139596225693822
18,0.24225109815597534,1.8035950660705566,0.94,0.06,0.11593672633171082
19,0.41556382179260254,1.8045654296875,0.92,0.08,0.001397141721099615
20,0.21212203800678253,1.7995662689208984,0.9,0.1,0.004067626781761646
21,0.3110797107219696,1.8186171054840088,0.9,0.1,0.00013246868911664933
22,0.07260771095752716,1.811915397644043,0.88,0.12,0.004743348341435194
23,0.37563788890838623,1.797227382659912,0.8,0.2,0.2326546013355255
24,0.23861147463321686,1.825045108795166,0.88,0.12,0.2520414888858795
25,0.27279096841812134,1.8197009563446045,0.86,0.14,0.09332285821437836
26,0.4548549950122833,1.8152391910552979,0.9,0.1,0.027293935418128967
27,0.30570828914642334,1.8099143505096436,0.9,0.1,0.006544914562255144
28,0.4132835268974304,1.8361778259277344,0.96,0.04,0.0005875939386896789
29,0.22970563173294067,1.809736728668213,0.94,0.06,0.16316978633403778
30,0.18064655363559723,1.810534954071045,0.96,0.04,0.2143547236919403
31,0.19116108119487762,1.8168730735778809,0.96,0.04,0.026300864294171333
32,0.2896987199783325,1.7992854118347168,0.88,0.12,0.09375949949026108
33,0.43429648876190186,1.8084547519683838,0.94,0.06,0.002078684978187084
34,0.43647101521492004,1.8099191188812256,0.94,0.06,0.03593413904309273
35,0.25397178530693054,1.8051540851593018,0.88,0.12,0.036695245653390884
36,0.22639718651771545,1.800398588180542,0.88,0.12,0.23932446539402008
37,0.1714177280664444,1.8315045833587646,0.96,0.04,3.9214087337313686e-06
38,0.34752798080444336,1.813913345336914,0.94,0.06,0.14113733172416687
39,0.21383905410766602,1.8101239204406738,0.86,0.14,0.08932507783174515
40,0.3401225805282593,1.8054001331329346,0.88,0.12,0.20388402044773102
41,0.42048782110214233,1.7950787544250488,0.9,0.1,0.03474239259958267
42,0.14081692695617676,1.790395736694336,0.94,0.06,0.12530367076396942
43,0.5249268412590027,1.7983930110931396,0.9,0.1,0.0005564666353166103
44,0.44068965315818787,1.8170323371887207,0.94,0.06,0.03631795570254326
45,0.2953021228313446,1.8132596015930176,0.94,0.06,0.015054927207529545
46,0.41162756085395813,1.8144969940185547,0.98,0.02,0.07280223816633224
47,0.24365468323230743,1.818385124206543,0.96,0.04,0.002386038424447179
48,0.3641359210014343,1.8114948272705078,1.0,0.0,0.004662913735955954
49,0.2994520664215088,1.796675205230713,0.98,0.02,0.004383804742246866
50,0.32126253843307495,1.8156213760375977,1.0,0.0,0.0024100623559206724
51,0.24929530918598175,1.813716173171997,1.0,0.0,0.0008715654257684946
52,0.31301209330558777,1.7915756702423096,0.98,0.02,0.00013774653780274093
53,0.19010888040065765,1.8409340381622314,1.0,0.0,1.9844965208903886e-05
54,0.33912044763565063,1.814316749572754,1.0,0.0,0.014909423887729645
55,0.30485883355140686,1.804555892944336,1.0,0.0,0.0014468528097495437
56,0.2835371792316437,1.804375410079956,1.0,0.0,0.0022146182600408792
57,0.45889827609062195,1.8101344108581543,1.0,0.0,0.01054486632347107
58,0.3801559805870056,1.8056063652038574,1.0,0.0,0.0030700338538736105
59,0.5656217336654663,1.7975070476531982,1.0,0.0,0.017973236739635468
60,0.1963813602924347,1.82200026512146,1.0,0.0,0.020132871344685555
61,0.1917532980442047,1.8137664794921875,1.0,0.0,0.0001160946412710473
62,0.3471643626689911,1.8118665218353271,1.0,0.0,0.00015892738883849233
63,0.3906889259815216,1.8125014305114746,1.0,0.0,0.032200343906879425
64,0.23715181648731232,1.7994680404663086,1.0,0.0,0.030992230400443077
65,0.3389241397380829,1.7949371337890625,1.0,0.0,0.001571543631143868
66,0.28301742672920227,1.823305606842041,1.0,0.0,0.0022657057270407677
67,0.48271727561950684,1.7961766719818115,0.98,0.02,0.0008492309716530144
68,0.4312617778778076,1.8001594543457031,1.0,0.0,4.51123523816932e-05
69,0.2506495416164398,1.8126630783081055,1.0,0.0,0.003047696780413389
70,0.2080293595790863,1.811403512954712,1.0,0.0,2.5882725822157227e-05
71,0.22913603484630585,1.810304880142212,0.96,0.04,0.003765945788472891
72,0.1863192468881607,1.8129851818084717,0.96,0.04,0.012219319120049477
73,0.531549334526062,1.8121545314788818,0.94,0.06,0.014587540179491043
74,0.3006848394870758,1.8074951171875,0.94,0.06,0.0019683949649333954
75,0.22154048085212708,1.815122127532959,0.92,0.08,0.003084213240072131
76,0.324003130197525,1.8263912200927734,0.98,0.02,0.0010543145472183824
77,0.22241869568824768,1.8143210411071777,0.94,0.06,0.0028430514503270388
78,0.07179893553256989,1.8111865520477295,0.94,0.06,0.00024816489894874394
79,0.42496275901794434,1.8347346782684326,0.98,0.02,0.0015940634766593575
80,0.3332442045211792,1.826791763305664,0.98,0.02,0.00017218125867657363
81,0.27340781688690186,1.820202112197876,0.98,0.02,0.034157413989305496
82,0.3452222943305969,1.8687238693237305,0.98,0.02,0.0051539889536798
83,0.23443859815597534,1.843196153640747,0.98,0.02,0.09087231755256653
84,0.18064215779304504,1.8351662158966064,0.98,0.02,0.0018381619593128562
85,0.2537344694137573,1.83156156539917,1.0,0.0,0.00015134215936996043
86,0.3701097071170807,1.8375766277313232,1.0,0.0,0.009462693706154823
87,0.26297664642333984,1.8139488697052002,1.0,0.0,0.0013811823446303606
88,0.21147510409355164,1.832529067993164,0.98,0.02,0.009558535180985928
89,0.3386644124984741,1.8378105163574219,1.0,0.0,0.00030074603273533285
90,0.33116164803504944,1.834817886352539,1.0,0.0,0.0003366285818628967
91,0.32132941484451294,1.8295924663543701,1.0,0.0,0.02828206866979599
92,0.3366529047489166,1.8314902782440186,1.0,0.0,0.007125337608158588
93,0.4298124313354492,1.8320021629333496,0.98,0.02,2.705177030293271e-05
94,0.3398057818412781,1.8290910720825195,1.0,0.0,0.0009121156181208789
95,0.4877833127975464,1.836812973022461,1.0,0.0,0.04068625718355179
96,0.5119026303291321,1.8340320587158203,1.0,0.0,2.4447261239401996e-05
