Step,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Time,Entropy,Margin,0 Fraction,1 Fraction,2 Fraction,3 Fraction,4 Fraction,5 Fraction,6 Fraction,7 Fraction,8 Fraction,9 Fraction,State Step,Method,Full Dataset Gradient Dot Product,Full Dataset Retain Gradient Norm,Full Dataset Forget Gradient Norm,Full Dataset Cosine Similarity,Absolute Full Dataset Cosine Similarity,Full Dataset Cosine Distance
1,21949.87109375,765.1376953125,1.3790369033813477,0.1496879607439041,22715.0087890625,0.0062370300292968,0.3532372713088989,0.3333163261413574,0.109375,0.09375,0.046875,0.140625,0.03125,0.0078125,0.15625,0.078125,0.1953125,0.140625,0,Surgery,7181.5546875,117.72876739501953,112.49822998046875,0.5422382950782776,0.5422382950782776,0.4577617049217224
2,23112.44140625,761.15283203125,1.3793210983276367,0.0419900678098201,23873.59423828125,0.0051560401916503,0.3623374104499817,0.3443219661712646,0.1171875,0.09375,0.046875,0.1171875,0.03125,0.0,0.15625,0.0703125,0.21875,0.1484375,1,Surgery,42104.59375,525.4686279296875,170.82611083984375,0.4690600335597992,0.4690600335597992,0.5309399366378784
3,22333.89453125,743.5684814453125,1.1996897459030151,0.0257228799164295,23077.463012695312,0.005251407623291,0.3751145303249359,0.3575569689273834,0.125,0.09375,0.046875,0.125,0.046875,0.0,0.15625,0.0703125,0.203125,0.1328125,2,Surgery,113486.609375,744.1332397460938,323.895751953125,0.47085654735565186,0.47085654735565186,0.5291434526443481
4,22904.32421875,750.762939453125,1.0162043571472168,0.0009381687268614,23655.087158203125,0.0053241252899169,0.3794938027858734,0.3706687092781067,0.125,0.078125,0.046875,0.125,0.046875,0.0,0.15625,0.0625,0.2109375,0.1484375,3,Surgery,133681.296875,748.4264526367188,346.271728515625,0.515827476978302,0.515827476978302,0.484172523021698
5,21694.34765625,735.2276611328125,0.8735201358795166,0.1059727817773819,22429.575317382812,0.0051982402801513,0.3873686790466308,0.3786855340003967,0.125,0.0625,0.046875,0.1328125,0.046875,0.0,0.15625,0.0625,0.21875,0.1484375,4,Surgery,168995.5,760.8558349609375,418.2265625,0.5310814380645752,0.5310814380645752,0.4689185619354248
6,24703.08203125,749.646240234375,0.7608970999717712,0.0236186273396015,25452.728271484375,0.0051467418670654,0.4009339809417724,0.3875143527984619,0.1328125,0.0625,0.046875,0.140625,0.046875,0.0,0.15625,0.0625,0.203125,0.1484375,5,Surgery,166192.796875,719.3295288085938,487.28460693359375,0.4741346538066864,0.4741346538066864,0.5258653163909912
7,21826.953125,752.0546875,0.6778874397277832,0.0109822833910584,22579.0078125,0.0049500465393066,0.4093438982963562,0.3921188116073608,0.1328125,0.0390625,0.046875,0.140625,0.03125,0.0,0.15625,0.0625,0.21875,0.171875,6,Surgery,135399.59375,614.9256591796875,582.7440185546875,0.377847820520401,0.377847820520401,0.6221522092819214
8,20835.53515625,761.0657348632812,0.6342431902885437,0.2178747206926345,21596.60089111328,0.0051431655883789,0.4125952124595642,0.3906363248825073,0.1328125,0.0390625,0.046875,0.140625,0.03125,0.0,0.15625,0.0625,0.21875,0.171875,7,Surgery,75286.703125,481.42645263671875,563.02197265625,0.2777557075023651,0.2777557075023651,0.7222442626953125
9,23090.79296875,774.5172729492188,0.6008889675140381,0.0310801919549703,23865.31024169922,0.0051021575927734,0.4172952771186828,0.4017247855663299,0.140625,0.0390625,0.046875,0.140625,0.03125,0.0,0.15625,0.0625,0.203125,0.1796875,8,Surgery,63281.2109375,532.3334350585938,515.1995239257812,0.23073610663414001,0.23073610663414001,0.7692638635635376
10,21787.373046875,770.786865234375,0.5742871761322021,0.0376339741051197,22558.159912109375,0.0051019191741943,0.422462522983551,0.4050589799880981,0.1484375,0.0390625,0.0546875,0.1328125,0.046875,0.0,0.1484375,0.0625,0.1953125,0.171875,9,Surgery,58246.34765625,577.364501953125,468.1363525390625,0.21549950540065765,0.21549950540065765,0.7845004796981812
11,22757.701171875,767.122802734375,0.5668272376060486,0.1402727961540222,23524.823974609375,0.0054106712341308,0.4210211038589477,0.4077522754669189,0.140625,0.0390625,0.0625,0.1328125,0.0390625,0.0,0.1484375,0.0625,0.203125,0.171875,10,Surgery,65847.0546875,606.8847045898438,444.73248291015625,0.24396714568138123,0.24396714568138123,0.7560328245162964
12,21571.697265625,772.9329223632812,0.6075554490089417,0.1063875257968902,22344.63018798828,0.0047633647918701,0.422132134437561,0.3984620869159698,0.1484375,0.0390625,0.0625,0.140625,0.046875,0.0,0.140625,0.0625,0.1953125,0.1640625,11,Surgery,67224.0625,597.5653686523438,392.6673583984375,0.2864933907985687,0.2864933907985687,0.7135065793991089
13,21969.17578125,772.998779296875,0.6695942878723145,0.0059765996411442,22742.174560546875,0.0049002170562744,0.4208371639251709,0.3883615732192993,0.1484375,0.046875,0.0625,0.140625,0.0390625,0.0,0.140625,0.0625,0.1953125,0.1640625,12,Surgery,73814.3359375,548.8236694335938,421.0773620605469,0.319408118724823,0.319408118724823,0.680591881275177
14,21023.7265625,759.146484375,0.7708904147148132,0.0354226864874362,21782.873046875,0.0048303604125976,0.4193271994590759,0.3786328732967376,0.140625,0.046875,0.0546875,0.1484375,0.0234375,0.0,0.140625,0.0625,0.2109375,0.171875,13,Surgery,99445.3125,567.0120849609375,486.5117492675781,0.3604944348335266,0.3604944348335266,0.6395055651664734
15,20690.7890625,775.5055541992188,0.8812202215194702,0.0376927927136421,21466.29461669922,0.0058519840240478,0.4142987132072449,0.3721900880336761,0.140625,0.0703125,0.0546875,0.140625,0.0234375,0.0,0.140625,0.0625,0.1953125,0.171875,14,Surgery,100516.6875,504.8100280761719,523.4703979492188,0.38038039207458496,0.38038039207458496,0.619619607925415
16,23644.44140625,759.3487548828125,0.9889994859695436,7.261714927153662e-05,24403.790161132812,0.0047707557678222,0.4096831381320953,0.3597494661808014,0.140625,0.0703125,0.0546875,0.140625,0.0234375,0.0,0.140625,0.0625,0.1953125,0.171875,15,Surgery,87578.5078125,517.2476806640625,469.0850830078125,0.3609502613544464,0.3609502613544464,0.639049768447876
