Step,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Time,Entropy,Margin,0 Fraction,1 Fraction,2 Fraction,3 Fraction,4 Fraction,5 Fraction,6 Fraction,7 Fraction,8 Fraction,9 Fraction,State Step,Method,Full Dataset Gradient Dot Product,Full Dataset Retain Gradient Norm,Full Dataset Forget Gradient Norm,Full Dataset Cosine Similarity,Absolute Full Dataset Cosine Similarity,Full Dataset Cosine Distance
17,20998.87109375,754.6348266601562,1.0569941997528076,0.0948711857199668,21753.505920410156,0.0062258243560791,0.4020456671714782,0.3600429594516754,0.140625,0.0703125,0.0546875,0.140625,0.015625,0.0,0.140625,0.0625,0.203125,0.171875,16,Surgery,78471.0859375,533.846435546875,437.12957763671875,0.3362661302089691,0.3362661302089691,0.6637338399887085
18,20948.705078125,764.009521484375,1.077936053276062,0.0860276445746421,21712.714599609375,0.0052278041839599,0.3996020555496216,0.3636175990104675,0.1328125,0.0703125,0.0546875,0.140625,0.0234375,0.0,0.140625,0.0625,0.2109375,0.1640625,17,Surgery,65384.953125,593.3870239257812,388.3977966308594,0.28370243310928345,0.28370243310928345,0.7162975668907166
19,20626.21875,759.069091796875,1.097604751586914,0.0011101620038971,21385.287841796875,0.0054738521575927,0.3980832099914551,0.3678411543369293,0.1328125,0.0703125,0.0546875,0.140625,0.0234375,0.0,0.140625,0.0546875,0.2109375,0.171875,18,Surgery,63821.171875,670.5372314453125,359.9438781738281,0.2644277513027191,0.2644277513027191,0.7355722188949585
20,21867.205078125,759.1793212890625,1.098677158355713,0.0027385407593101,22626.384399414062,0.0048911571502685,0.3982402682304382,0.3740669786930084,0.1328125,0.0703125,0.0546875,0.140625,0.03125,0.0,0.140625,0.0546875,0.2109375,0.1640625,19,Surgery,58121.34765625,677.4038696289062,347.1631164550781,0.24714648723602295,0.24714648723602295,0.752853512763977
21,21296.46875,743.6841430664062,1.0724961757659912,0.0003135003789793,22040.152893066406,0.0049691200256347,0.398449957370758,0.3716990947723388,0.1328125,0.0703125,0.0546875,0.140625,0.03125,0.0,0.140625,0.0625,0.2109375,0.15625,20,Surgery,59308.57421875,679.0,358.1980895996094,0.243850976228714,0.243850976228714,0.7561490535736084
22,20696.806640625,760.2733154296875,1.043380856513977,0.0016025957884266,21457.079956054688,0.0049748420715332,0.402731716632843,0.3738305568695068,0.1328125,0.078125,0.0546875,0.140625,0.0390625,0.0,0.140625,0.0625,0.1953125,0.15625,21,Surgery,56661.64453125,651.1343994140625,363.2569885253906,0.23955464363098145,0.23955464363098145,0.7604453563690186
23,21490.1953125,749.6746215820312,1.0131789445877075,0.0010926109971478,22239.86993408203,0.0051760673522949,0.4031616151332855,0.3829936683177948,0.1328125,0.078125,0.0546875,0.140625,0.0546875,0.0,0.1328125,0.0625,0.1953125,0.1484375,22,Surgery,60791.37890625,616.2907104492188,384.9739074707031,0.2562270760536194,0.2562270760536194,0.7437729239463806
24,20544.765625,752.2622680664062,0.9816906452178956,3.009988176927436e-05,21297.027893066406,0.0053901672363281,0.4026362895965576,0.3857621848583221,0.1328125,0.078125,0.0546875,0.140625,0.046875,0.0,0.1328125,0.0625,0.1953125,0.15625,23,Surgery,80418.0390625,640.9674072265625,437.94549560546875,0.286482036113739,0.286482036113739,0.713517963886261
25,22399.66015625,746.4825439453125,0.96094012260437,0.0155259752646088,23146.142700195312,0.0048871040344238,0.4029352366924286,0.391382098197937,0.125,0.078125,0.0546875,0.140625,0.0546875,0.0,0.140625,0.0625,0.1875,0.15625,24,Surgery,88788.4375,621.2564086914062,486.5764465332031,0.29372069239616394,0.29372069239616394,0.7062792778015137
26,20658.34375,763.1912841796875,0.9447237253189088,0.0190027821809053,21421.535034179688,0.0063142776489257,0.405825674533844,0.3981320858001709,0.125,0.0703125,0.0546875,0.140625,0.0546875,0.0,0.140625,0.0703125,0.1953125,0.1484375,25,Surgery,98631.5703125,610.0484008789062,521.8132934570312,0.30983927845954895,0.30983927845954895,0.6901607513427734
27,21692.51953125,771.927001953125,0.911451518535614,0.0755700767040252,22464.446533203125,0.0047898292541503,0.4098157286643982,0.3994631171226501,0.125,0.0625,0.0546875,0.140625,0.0546875,0.0,0.140625,0.078125,0.203125,0.140625,26,Surgery,103346.140625,628.1644287109375,536.3651733398438,0.3067328631877899,0.3067328631877899,0.6932671070098877
28,20594.00390625,743.8585815429688,0.8740310668945312,0.0182102061808109,21337.86248779297,0.0049712657928466,0.4138515293598175,0.4018621146678924,0.125,0.0625,0.0546875,0.140625,0.0546875,0.0,0.140625,0.0859375,0.1953125,0.140625,27,Surgery,110202.828125,651.267333984375,530.6843872070312,0.3188577890396118,0.3188577890396118,0.6811422109603882
29,21491.029296875,753.602294921875,0.8218094110488892,0.037318829447031,22244.631591796875,0.0053021907806396,0.4184926748275757,0.4029635190963745,0.1328125,0.0625,0.0546875,0.140625,0.046875,0.0,0.140625,0.0859375,0.1875,0.1484375,28,Surgery,122393.46875,696.852294921875,529.9803466796875,0.3314040005207062,0.3314040005207062,0.6685960292816162
30,21181.474609375,757.7979125976562,0.7727864384651184,0.0193707905709743,21939.272521972656,0.0058062076568603,0.423801839351654,0.4030518531799316,0.1328125,0.0625,0.0546875,0.140625,0.046875,0.0,0.140625,0.0859375,0.1875,0.1484375,29,Surgery,133770.25,734.5739135742188,542.4034423828125,0.3357388377189636,0.3357388377189636,0.6642611622810364
31,22614.59375,743.9498291015625,0.7361131906509399,0.0270617697387933,23358.54357910156,0.0051541328430175,0.4256094694137573,0.3948589563369751,0.1328125,0.046875,0.0546875,0.1484375,0.0390625,0.0,0.140625,0.0703125,0.1953125,0.171875,30,Surgery,150878.859375,753.5492553710938,550.95751953125,0.3634115159511566,0.3634115159511566,0.636588454246521
32,21289.484375,749.44482421875,0.6976924538612366,0.0026121458504348,22038.92919921875,0.0052850246429443,0.4242421984672546,0.3889225125312805,0.1328125,0.046875,0.0546875,0.1484375,0.0546875,0.0,0.140625,0.0625,0.1875,0.171875,31,Surgery,136436.75,748.71484375,512.6927490234375,0.35543304681777954,0.35543304681777954,0.6445669531822205
33,21731.853515625,746.1982421875,0.6620069742202759,0.0905216410756111,22478.0517578125,0.0049819946289062,0.4190665483474731,0.3843309879302978,0.1328125,0.046875,0.0546875,0.1484375,0.046875,0.0,0.140625,0.0625,0.1953125,0.171875,32,Surgery,133960.828125,772.2105712890625,489.45440673828125,0.35442954301834106,0.35442954301834106,0.6455704569816589
34,21211.56640625,743.1507568359375,0.6451388001441956,0.0034217631909996,21954.717163085938,0.0053567886352539,0.4095461070537567,0.3778619766235351,0.1328125,0.046875,0.0546875,0.1484375,0.046875,0.0,0.140625,0.0625,0.1953125,0.171875,33,Surgery,137243.625,787.8038940429688,500.33319091796875,0.34818875789642334,0.34818875789642334,0.6518112421035767
35,20816.33984375,762.2542724609375,0.6462157964706421,0.1566725224256515,21578.594116210938,0.0056211948394775,0.4017959535121918,0.3718823790550232,0.140625,0.046875,0.0546875,0.1484375,0.0390625,0.0,0.140625,0.0625,0.1953125,0.171875,34,Surgery,148635.109375,800.9883422851562,515.0086059570312,0.3603135943412781,0.3603135943412781,0.6396864056587219
36,20693.126953125,760.9015502929688,0.6495708227157593,0.0028797986451536,21454.02850341797,0.0055673122406005,0.3986084461212158,0.3682161867618561,0.140625,0.046875,0.0546875,0.1484375,0.03125,0.0,0.140625,0.0625,0.203125,0.171875,35,Surgery,150255.953125,821.3065185546875,512.1348266601562,0.357225239276886,0.357225239276886,0.642774760723114
37,20693.068359375,753.5479125976562,0.6581189036369324,0.1163314878940582,21446.616271972656,0.0065200328826904,0.3964545428752899,0.3684899508953094,0.140625,0.046875,0.0546875,0.1484375,0.0390625,0.0,0.140625,0.0625,0.203125,0.1640625,36,Surgery,154800.609375,828.6383056640625,527.2119750976562,0.3543417453765869,0.3543417453765869,0.6456582546234131
38,22752.21875,753.7953491210938,0.6691811680793762,0.0517476126551628,23506.014099121097,0.0056767463684082,0.3981677591800689,0.3728600144386291,0.140625,0.046875,0.0546875,0.1484375,0.046875,0.0,0.140625,0.0625,0.203125,0.15625,37,Surgery,165828.71875,854.2666015625,536.5861206054688,0.3617653548717499,0.3617653548717499,0.6382346153259277
39,21145.5859375,766.9503173828125,0.6908840537071228,0.1025354489684104,21912.536254882812,0.0050492286682128,0.4006184041500091,0.3734087347984314,0.140625,0.046875,0.0546875,0.1484375,0.0546875,0.0,0.140625,0.0625,0.203125,0.1484375,38,Surgery,169825.671875,839.5377807617188,550.4429931640625,0.36749446392059326,0.36749446392059326,0.6325055360794067
40,20690.8046875,770.9210205078125,0.7223610281944275,0.0354983322322368,21461.725708007812,0.0054216384887695,0.4006848931312561,0.3728071749210357,0.140625,0.046875,0.0546875,0.1484375,0.0546875,0.0,0.140625,0.0625,0.203125,0.1484375,39,Surgery,151797.65625,746.3663940429688,558.6986083984375,0.36402854323387146,0.36402854323387146,0.6359714269638062
41,21136.189453125,782.1904296875,0.760586142539978,0.0196422208100557,21918.3798828125,0.0050938129425048,0.3988569378852844,0.3746459484100342,0.1328125,0.0546875,0.0546875,0.1484375,0.0546875,0.0,0.140625,0.0625,0.203125,0.1484375,40,Surgery,125522.5703125,652.75146484375,518.8519897460938,0.3706214427947998,0.3706214427947998,0.6293785572052002
42,20806.03515625,781.7573852539062,0.7974783182144165,0.0127688534557819,21587.792541503903,0.0050890445709228,0.400187075138092,0.3753988742828369,0.1328125,0.0546875,0.0546875,0.1484375,0.0625,0.0,0.140625,0.0625,0.203125,0.140625,41,Surgery,100108.7578125,548.8031616210938,475.29583740234375,0.3837881088256836,0.3837881088256836,0.6162118911743164
43,20696.69921875,773.9076538085938,0.830872118473053,0.0963179916143417,21470.606872558594,0.0055973529815673,0.4016527533531189,0.3767482042312622,0.1328125,0.0625,0.0546875,0.140625,0.0703125,0.0,0.140625,0.0625,0.1953125,0.140625,42,Surgery,90577.1484375,503.36907958984375,461.7812194824219,0.38966894149780273,0.38966894149780273,0.6103310585021973
44,20333.646484375,750.1472778320312,0.8275818228721619,0.0025853672996163,21083.79376220703,0.0050666332244873,0.4049345850944519,0.3821002840995788,0.1328125,0.0625,0.0546875,0.140625,0.0703125,0.0,0.140625,0.0625,0.1953125,0.140625,43,Surgery,89396.3359375,511.2277526855469,459.63250732421875,0.3804473876953125,0.3804473876953125,0.6195526123046875
45,21525.796875,770.7886352539062,0.8156633377075195,0.0898757874965667,22296.585510253903,0.0054261684417724,0.4060611724853515,0.382953017950058,0.125,0.0625,0.0546875,0.140625,0.0703125,0.0,0.140625,0.0703125,0.203125,0.1328125,44,Surgery,89399.0703125,516.9603271484375,480.7216491699219,0.359734445810318,0.359734445810318,0.6402655839920044
46,21113.06640625,763.8604736328125,0.78133624792099,0.011410092934966,21876.926879882812,0.0055172443389892,0.4102821350097656,0.3885709047317505,0.125,0.0546875,0.0546875,0.1484375,0.0703125,0.0,0.140625,0.078125,0.203125,0.125,45,Surgery,90613.015625,547.00732421875,459.77593994140625,0.3602890968322754,0.3602890968322754,0.6397109031677246
47,20373.58203125,776.0667724609375,0.7484006285667419,0.0507235042750835,21149.648803710938,0.0061559677124023,0.4118945598602295,0.3902328014373779,0.125,0.0546875,0.0546875,0.1484375,0.0703125,0.0,0.140625,0.078125,0.1953125,0.1328125,46,Surgery,88651.8515625,559.5140991210938,445.3782043457031,0.35575225949287415,0.35575225949287415,0.6442477703094482
48,21776.36328125,787.7344970703125,0.7188823223114014,0.0049544274806976,22564.097778320312,0.005403995513916,0.4073711037635803,0.3879132866859436,0.125,0.046875,0.0546875,0.1484375,0.0625,0.0,0.140625,0.078125,0.2109375,0.1328125,47,Surgery,106057.5703125,607.9117431640625,481.00323486328125,0.3627047538757324,0.3627047538757324,0.6372952461242676
49,20705.51953125,774.1288452148438,0.6910502910614014,0.002747296122834,21479.648376464844,0.0050880908966064,0.4042040705680847,0.3860236704349518,0.125,0.0390625,0.0546875,0.140625,0.046875,0.0,0.140625,0.078125,0.2265625,0.1484375,48,Surgery,103692.390625,628.871337890625,463.9099426269531,0.35542774200439453,0.35542774200439453,0.6445722579956055
50,20742.51171875,774.6151733398438,0.6588020920753479,0.1529621928930282,21517.126892089844,0.0047779083251953,0.4047155678272247,0.3860105574131012,0.125,0.0390625,0.0546875,0.140625,0.0390625,0.0,0.140625,0.078125,0.21875,0.1640625,49,Surgery,108112.3203125,680.286865234375,455.35467529296875,0.34900638461112976,0.34900638461112976,0.6509935855865479
51,20750.24609375,779.4796142578125,0.6200671195983887,0.0199316423386335,21529.725708007812,0.005486249923706,0.4084038734436035,0.3842555582523346,0.125,0.0390625,0.0546875,0.140625,0.03125,0.0,0.140625,0.078125,0.2109375,0.1796875,50,Surgery,119251.0234375,733.8948974609375,465.42523193359375,0.34912288188934326,0.34912288188934326,0.6508771181106567
52,19995.70703125,780.7195434570312,0.5889391303062439,0.040287010371685,20776.42657470703,0.0061352252960205,0.4089034497737884,0.3788328170776367,0.125,0.03125,0.0546875,0.1484375,0.03125,0.0,0.140625,0.078125,0.2109375,0.1796875,51,Surgery,138532.796875,797.3887329101562,486.0648498535156,0.3574277460575104,0.3574277460575104,0.642572283744812
53,20026.138671875,757.764404296875,0.5649253726005554,0.0949782654643058,20783.903076171875,0.0056047439575195,0.4045976400375366,0.374795913696289,0.1328125,0.03125,0.0546875,0.15625,0.03125,0.0,0.1328125,0.078125,0.2109375,0.171875,52,Surgery,148238.765625,804.6734008789062,511.13739013671875,0.36041635274887085,0.36041635274887085,0.6395836472511292
