expr-id,FID
0,168.40049743652344
1,169.82647705078125
2,170.65753173828125
3,172.96127319335938
4,171.3262176513672
5,170.81765747070312
6,170.82894897460938
7,169.7427215576172
8,169.49786376953125
9,167.6233367919922
