expr-id,FID
0,22.800233840942383
1,22.807466506958008
2,23.47591781616211
3,23.20649528503418
4,23.291717529296875
5,23.088533401489258
6,22.74861717224121
7,23.17497444152832
8,22.922138214111328
9,22.852636337280273
