Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
1.0,0.3444223001599312,2.252665114402771,0.006,0.994,0.3377441048622131
2.0,0.3983835130929947,1.8139451265335083,0.08199999999999999,0.9179999999999999,0.383104845136404
3.0,0.288431753218174,1.8073347568511964,0.726,0.274,0.19885105141438544
4.0,0.4120898053050041,1.8123559713363648,0.9879999999999999,0.012,0.08459432423114774
5.0,0.3738252133131027,1.8054800510406495,1.0,0.0,0.08508089017122977
6.0,0.310815267264843,1.8174651622772218,1.0,0.0,0.05564537917816773
7.0,0.30131651908159257,1.81493182182312,1.0,0.0,0.0676891018520109
8.0,0.3254981443285942,1.808938980102539,1.0,0.0,0.04558935954701151
9.0,0.2788239046931266,1.8119698524475099,1.0,0.0,0.04437132747843857
10.0,0.3542337194085121,1.8097095727920531,1.0,0.0,0.02499891486368139
11.0,0.2638024881482124,1.8099581003189087,1.0,0.0,0.04452046209407849
12.0,0.29305474162101747,1.815174674987793,1.0,0.0,0.01887883351446356
13.0,0.34668986201286317,1.8057145595550537,0.992,0.008,0.07353365787712388
14.0,0.3503690779209137,1.813927912712097,0.9860000000000001,0.013999999999999999,0.03483302050153721
15.0,0.2979296639561653,1.8118846893310547,0.9840000000000002,0.016,0.044291247474029634
16.0,0.35318944454193113,1.8124755859375,0.982,0.018,0.06255240428727113
17.0,0.30692077428102493,1.8170364141464233,0.9800000000000001,0.02,0.062388309138987054
18.0,0.3061513029038906,1.8079154729843139,0.992,0.008,0.031486272485926704
19.0,0.32937211245298387,1.8137909412384032,0.9860000000000001,0.014000000000000002,0.025751085552110413
20.0,0.3463912785053253,1.8172579288482666,0.9840000000000002,0.016,0.03555516438500485
21.0,0.290434792637825,1.8073360443115234,0.974,0.026000000000000002,0.033386782677189294
22.0,0.3603400632739067,1.8155179500579834,0.9640000000000001,0.036,0.05971077331778357
23.0,0.2652130529284477,1.8213658809661866,0.9560000000000001,0.044,0.07150491683350987
24.0,0.3303694486618042,1.8140488147735596,0.9440000000000002,0.05600000000000001,0.05023565752489954
25.0,0.27179464101791384,1.8204052209854127,0.9479999999999998,0.052000000000000005,0.04680711558321486
26.0,0.33065447509288787,1.8168416500091553,0.9360000000000002,0.064,0.01544366061280011
