expr-id,FID
0,11.838130772539273
1,13.228136494114608
2,14.146671159246097
3,14.184148546717012
4,13.946372837437025
5,12.185682325675941
6,13.806569139144642
7,14.036979626034253
8,11.34522678573731
9,12.130417440575883
