expr-id,FID
0,506.2318115234375
1,601.6281127929688
2,593.27783203125
3,601.3167724609375
4,566.2965698242188
5,610.8302001953125
6,586.871826171875
7,567.1536865234375
8,621.6443481445312
9,606.3925170898438
