State Step,Reference Log Step,Method,1 Fraction,Full Dataset Gradient Dot Product,Full Dataset Retain Gradient Norm,Full Dataset Forget Gradient Norm,Full Dataset Cosine Similarity,Absolute Full Dataset Cosine Similarity,Full Dataset Cosine Distance
0,1,UNO-S,0.0390625,7551.1083984375,116.7699203491211,119.59698486328125,0.5407039523124695,0.5407039523124695,0.4592960476875305
1,2,UNO-S,0.0078125,116478.3359375,529.2979736328125,395.8471984863281,0.5559263825416565,0.5559263825416565,0.4440736174583435
2,3,UNO-S,0.0,163631.46875,487.14013671875,554.5230102539062,0.6057499051094055,0.6057499051094055,0.3942500948905945
3,4,UNO-S,0.0,58694.44140625,289.0958557128906,555.454833984375,0.36551591753959656,0.36551591753959656,0.634484052658081
4,5,UNO-S,0.0,-5728.37109375,396.18426513671875,525.1708374023438,-0.02753172069787979,0.02753172069787979,1.0275317430496216
5,6,UNO-S,0.0,-5834.03173828125,457.53448486328125,449.27874755859375,-0.02838110737502575,0.02838110737502575,1.028381109237671
6,7,UNO-S,0.0,5139.2783203125,451.5712890625,403.75177001953125,0.028187807649374008,0.028187807649374008,0.9718121886253357
7,8,UNO-S,0.0,22665.015625,451.6624450683594,361.3004455566406,0.1388908177614212,0.1388908177614212,0.86110919713974
8,9,UNO-S,0.0,40590.61328125,489.7716064453125,354.646240234375,0.2336881160736084,0.2336881160736084,0.7663118839263916
9,10,UNO-S,0.0,31923.23828125,528.53662109375,321.2382507324219,0.1880202442407608,0.1880202442407608,0.8119797706604004
10,11,UNO-S,0.0,36619.6484375,573.81005859375,329.0064697265625,0.19397315382957458,0.19397315382957458,0.806026816368103
11,12,UNO-S,0.0,40171.859375,582.9027709960938,383.2781982421875,0.1798090934753418,0.1798090934753418,0.8201909065246582
12,13,UNO-S,0.0,57814.94140625,655.0753784179688,416.8307189941406,0.21173326671123505,0.21173326671123505,0.7882667183876038
13,14,UNO-S,0.0,68044.765625,668.2481689453125,442.89935302734375,0.2299068421125412,0.2299068421125412,0.7700931429862976
14,15,UNO-S,0.0,85189.296875,667.0885009765625,467.0152893066406,0.2734453082084656,0.2734453082084656,0.7265546917915344
15,16,UNO-S,0.0,94009.5859375,643.6163330078125,493.0292663574219,0.2962595522403717,0.2962595522403717,0.7037404775619507
16,17,UNO-S,0.0,108514.6640625,654.87548828125,524.8947143554688,0.3156875967979431,0.3156875967979431,0.6843124032020569
17,18,UNO-S,0.0,103307.703125,598.3273315429688,541.6416625976562,0.31877318024635315,0.31877318024635315,0.6812268495559692
18,19,UNO-S,0.0,86644.1171875,540.0670166015625,519.275634765625,0.3089537024497986,0.3089537024497986,0.6910462975502014
19,20,UNO-S,0.0,93560.3515625,546.00830078125,562.5853271484375,0.30458196997642517,0.30458196997642517,0.6954180002212524
20,21,UNO-S,0.0,103111.7890625,576.4976196289062,603.8053588867188,0.2962196469306946,0.2962196469306946,0.7037803530693054
21,22,UNO-S,0.0,112895.84375,580.759521484375,643.3969116210938,0.3021361231803894,0.3021361231803894,0.6978638768196106
22,23,UNO-S,0.0,99987.9609375,599.967041015625,592.1128540039062,0.2814594507217407,0.2814594507217407,0.7185405492782593
23,24,UNO-S,0.0,70128.296875,494.057861328125,547.1478881835938,0.2594243586063385,0.2594243586063385,0.7405756711959839
24,25,UNO-S,0.0,36394.5859375,383.8295593261719,480.4509582519531,0.19735553860664368,0.19735553860664368,0.8026444911956787
25,26,UNO-S,0.0,29728.9453125,391.58233642578125,452.47723388671875,0.16778752207756042,0.16778752207756042,0.8322124481201172
26,27,UNO-S,0.0,23188.5,415.5897521972656,415.77728271484375,0.13419833779335022,0.13419833779335022,0.8658016920089722
27,28,UNO-S,0.0,13863.0546875,438.3274230957031,410.24102783203125,0.07709411531686783,0.07709411531686783,0.9229058623313904
28,29,UNO-S,0.0,2755.815185546875,455.22698974609375,448.7657470703125,0.01348970364779234,0.01348970364779234,0.9865102767944336
29,30,UNO-S,0.0,3229.74755859375,514.121826171875,458.0648498535156,0.013714360073208809,0.013714360073208809,0.9862856268882751
30,31,UNO-S,0.0,10724.6953125,524.4732666015625,497.56390380859375,0.0410972498357296,0.0410972498357296,0.9589027762413025
31,32,UNO-S,0.0,15034.076171875,531.57080078125,504.2421875,0.056088849902153015,0.056088849902153015,0.9439111351966858
32,33,UNO-S,0.0,20024.060546875,533.9036254882812,531.8795776367188,0.07051410526037216,0.07051410526037216,0.9294859170913696
33,34,UNO-S,0.0,55446.51171875,573.6217651367188,617.5007934570312,0.15653486549854279,0.15653486549854279,0.8434651494026184
34,35,UNO-S,0.0,79398.7109375,613.144775390625,655.0692138671875,0.1976802498102188,0.1976802498102188,0.8023197650909424
35,36,UNO-S,0.0,88581.203125,644.3487548828125,673.2427368164062,0.2041967809200287,0.2041967809200287,0.7958031892776489
36,37,UNO-S,0.0,89753.4921875,683.7229614257812,631.3760986328125,0.20791371166706085,0.20791371166706085,0.7920863032341003
37,38,UNO-S,0.0,92429.296875,691.9217529296875,608.581298828125,0.21949978172779083,0.21949978172779083,0.7805002331733704
38,39,UNO-S,0.0,99036.578125,749.7734375,603.5960083007812,0.2188362181186676,0.2188362181186676,0.7811638116836548
39,40,UNO-S,0.0,96221.6171875,777.9404296875,613.2221069335938,0.20170125365257263,0.20170125365257263,0.798298716545105
40,41,UNO-S,0.0,88316.8203125,777.5797119140625,642.4053955078125,0.176802858710289,0.176802858710289,0.8231971263885498
41,42,UNO-S,0.0,73511.2578125,826.119140625,628.3684692382812,0.14161093533039093,0.14161093533039093,0.8583890795707703
42,43,UNO-S,0.0,55495.28125,839.31689453125,650.5010375976562,0.10164406895637512,0.10164406895637512,0.8983559608459473
43,44,UNO-S,0.0,56766.9375,870.9776611328125,630.7353515625,0.10333351790904999,0.10333351790904999,0.8966664671897888
44,45,UNO-S,0.0,55924.3984375,878.1910400390625,629.92041015625,0.10109429061412811,0.10109429061412811,0.8989056944847107
45,46,UNO-S,0.0,55100.4765625,853.8132934570312,601.5370483398438,0.10728278756141663,0.10728278756141663,0.8927172422409058
46,47,UNO-S,0.0,37755.5546875,747.8218994140625,587.8018798828125,0.08589181303977966,0.08589181303977966,0.914108157157898
47,48,UNO-S,0.0,54910.01953125,713.0550537109375,600.2042236328125,0.12830084562301636,0.12830084562301636,0.8716991543769836
48,49,UNO-S,0.0,78324.609375,666.6674194335938,644.2251586914062,0.18236909806728363,0.18236909806728363,0.8176308870315552
49,50,UNO-S,0.0,75408.7109375,630.8978271484375,629.28173828125,0.18994039297103882,0.18994039297103882,0.8100596070289612
50,51,UNO-S,0.0,66569.4140625,595.2490844726562,633.6790771484375,0.17648452520370483,0.17648452520370483,0.8235154747962952
51,52,UNO-S,0.0,56546.71875,596.7703247070312,623.8302612304688,0.1518915742635727,0.1518915742635727,0.8481084108352661
52,53,UNO-S,0.0,46402.65625,579.0853271484375,610.3522338867188,0.1312863826751709,0.1312863826751709,0.8687136173248291
