expr-id,FID
0,170.267333984375
1,179.02911376953125
2,173.18756103515625
3,178.9122314453125
4,182.00221252441406
5,172.45138549804688
6,176.21502685546875
7,173.64024353027344
8,173.75631713867188
9,180.05770874023438
