expr-id,FID
0,25.51195526123047
1,24.848567962646484
2,25.099727630615234
3,25.60663604736328
4,24.699045181274414
5,24.726909637451172
6,24.830791473388672
7,25.566631317138672
8,24.641006469726562
9,25.402755737304688
