Step,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Time,Entropy,Margin,0 Fraction,1 Fraction,2 Fraction,3 Fraction,4 Fraction,5 Fraction,6 Fraction,7 Fraction,8 Fraction,9 Fraction,State Step,Method,Full Dataset Gradient Dot Product,Full Dataset Retain Gradient Norm,Full Dataset Forget Gradient Norm,Full Dataset Cosine Similarity,Absolute Full Dataset Cosine Similarity,Full Dataset Cosine Distance
11,0,0,0.693909764289856,0,0.0,0.0040411949157714,0.4566993713378906,0.4685039222240448,0.109375,0.0390625,0.046875,0.1015625,0.0859375,0.03125,0.125,0.03125,0.21875,0.2109375,10,Retraining,10254.7275390625,341.45806884765625,350.99554443359375,0.08556283265352249,0.08556283265352249,0.9144371747970581
12,0,0,0.6717135906219482,0,0.0,0.0033471584320068,0.4619477987289428,0.4646960496902466,0.1015625,0.03125,0.046875,0.109375,0.078125,0.0390625,0.125,0.03125,0.234375,0.203125,11,Retraining,1693.361083984375,317.7705078125,321.9230651855469,0.016553271561861038,0.016553271561861038,0.9834467172622681
13,0,0,0.6421399116516113,0,0.0,0.0032320022583007,0.4664308428764343,0.4533911943435669,0.1015625,0.03125,0.046875,0.109375,0.0703125,0.046875,0.1171875,0.03125,0.234375,0.2109375,12,Retraining,1137.9287109375,303.3698425292969,324.7878112792969,0.01154895406216383,0.01154895406216383,0.9884510636329651
14,0,0,0.618971586227417,0,0.0,0.0036969184875488,0.4676288962364197,0.4542325735092163,0.09375,0.03125,0.046875,0.109375,0.0703125,0.0546875,0.1171875,0.03125,0.234375,0.2109375,13,Retraining,2055.7021484375,302.24530029296875,299.1869201660156,0.022733069956302643,0.022733069956302643,0.9772669076919556
15,0,0,0.6123587489128113,0,0.0,0.0033388137817382,0.4649156928062439,0.4466736316680908,0.09375,0.03125,0.046875,0.125,0.0703125,0.0546875,0.1171875,0.03125,0.21875,0.2109375,14,Retraining,9810.2177734375,335.6871337890625,287.8802490234375,0.10151544213294983,0.10151544213294983,0.8984845876693726
16,0,0,0.5954142808914185,0,0.0,0.0039453506469726,0.4580594301223755,0.4348151981830597,0.1015625,0.03125,0.046875,0.125,0.0703125,0.0546875,0.109375,0.03125,0.21875,0.2109375,15,Retraining,30940.015625,450.37451171875,316.8879089355469,0.21679088473320007,0.21679088473320007,0.7832090854644775
17,0,0,0.5671089887619019,0,0.0,0.0033183097839355,0.4525189697742462,0.4282793998718261,0.1015625,0.0234375,0.046875,0.1171875,0.078125,0.046875,0.1171875,0.03125,0.234375,0.203125,16,Retraining,38307.4609375,495.3072509765625,326.0664367675781,0.23719337582588196,0.23719337582588196,0.7628066539764404
18,0,0,0.5509833693504333,0,0.0,0.0036990642547607,0.4480568766593933,0.4213594794273376,0.1015625,0.015625,0.046875,0.1171875,0.078125,0.046875,0.1171875,0.03125,0.2421875,0.203125,17,Retraining,55559.3984375,552.4934692382812,367.6950378417969,0.2734907269477844,0.2734907269477844,0.7265092730522156
19,0,0,0.5320658087730408,0,0.0,0.003303050994873,0.440918892621994,0.4200588464736938,0.1015625,0.015625,0.046875,0.1171875,0.0859375,0.0546875,0.109375,0.03125,0.2421875,0.1953125,18,Retraining,63557.015625,578.8810424804688,370.87548828125,0.2960370182991028,0.2960370182991028,0.7039629817008972
20,0,0,0.5116927027702332,0,0.0,0.0043320655822753,0.4336039423942566,0.4112523794174194,0.1015625,0.015625,0.046875,0.1171875,0.1015625,0.0546875,0.109375,0.03125,0.2421875,0.1796875,19,Retraining,75398.9296875,593.5984497070312,399.7261657714844,0.31776776909828186,0.31776776909828186,0.6822322607040405
21,0,0,0.471579909324646,0,0.0,0.0032370090484619,0.4274043440818786,0.4055622220039367,0.109375,0.015625,0.046875,0.1328125,0.1015625,0.0546875,0.1015625,0.03125,0.2265625,0.1796875,20,Retraining,77820.5859375,551.0584106445312,406.5066833496094,0.34739944338798523,0.34739944338798523,0.6526005268096924
22,0,0,0.4399601221084595,0,0.0,0.0034000873565673,0.4236079156398773,0.4025286436080932,0.109375,0.015625,0.0390625,0.140625,0.1015625,0.0546875,0.1015625,0.03125,0.2265625,0.1796875,21,Retraining,79569.640625,510.1753845214844,435.16717529296875,0.3584030270576477,0.3584030270576477,0.6415969729423523
23,0,0,0.4073911905288696,0,0.0,0.0030860900878906,0.4220541417598724,0.4116801023483276,0.109375,0.015625,0.0390625,0.140625,0.1015625,0.0546875,0.1015625,0.03125,0.2265625,0.1796875,22,Retraining,83243.9453125,490.6387634277344,464.531982421875,0.36523735523223877,0.36523735523223877,0.6347626447677612
24,0,0,0.4005985558032989,0,0.0,0.0031678676605224,0.4232239127159118,0.4009227752685547,0.109375,0.015625,0.0390625,0.1328125,0.1015625,0.0546875,0.1015625,0.03125,0.234375,0.1796875,23,Retraining,79078.8125,464.93145751953125,477.9732360839844,0.35585054755210876,0.35585054755210876,0.6441494226455688
25,0,0,0.3948379755020141,0,0.0,0.0030570030212402,0.4212725758552551,0.4059774875640869,0.109375,0.015625,0.0390625,0.1328125,0.1015625,0.0546875,0.1015625,0.03125,0.2265625,0.1875,24,Retraining,65871.6953125,462.0713806152344,426.1622314453125,0.33451443910598755,0.33451443910598755,0.6654855608940125
26,0,0,0.403658926486969,0,0.0,0.0031874179840087,0.4191752672195434,0.4049248099327087,0.109375,0.015625,0.0390625,0.125,0.1015625,0.0546875,0.1015625,0.03125,0.234375,0.1875,25,Retraining,69354.671875,472.0872497558594,424.9617614746094,0.3457034230232239,0.3457034230232239,0.6542965769767761
27,0,0,0.4188688695430755,0,0.0,0.0040102005004882,0.4166177213191986,0.4068171977996826,0.109375,0.015625,0.0390625,0.140625,0.1015625,0.0546875,0.1015625,0.03125,0.21875,0.1875,26,Retraining,59320.53125,480.763427734375,407.09466552734375,0.3030945956707001,0.3030945956707001,0.6969053745269775
28,0,0,0.4327895641326904,0,0.0,0.0033259391784667,0.4159680604934692,0.4126266539096832,0.109375,0.015625,0.0390625,0.140625,0.1015625,0.0625,0.1015625,0.03125,0.2109375,0.1875,27,Retraining,41892.51171875,447.319580078125,381.77886962890625,0.2453051060438156,0.2453051060438156,0.7546948790550232
29,0,0,0.4386059641838074,0,0.0,0.0038738250732421,0.4118921756744385,0.4053247570991516,0.109375,0.015625,0.0390625,0.140625,0.1015625,0.0625,0.1015625,0.03125,0.2109375,0.1875,28,Retraining,53351.9375,506.97845458984375,417.5259704589844,0.2520444095134735,0.2520444095134735,0.7479555606842041
30,0,0,0.4340040385723114,0,0.0,0.0029888153076171,0.4076818227767944,0.4016911685466766,0.109375,0.015625,0.046875,0.1328125,0.1015625,0.0625,0.1015625,0.03125,0.2109375,0.1875,29,Retraining,63615.12109375,530.5794677734375,476.628662109375,0.25155317783355713,0.25155317783355713,0.7484468221664429
31,0,0,0.4456775188446045,0,0.0,0.0036642551422119,0.4071555733680725,0.4061068892478943,0.109375,0.015625,0.046875,0.1328125,0.1015625,0.0703125,0.1015625,0.03125,0.203125,0.1875,30,Retraining,71321.8515625,559.0682983398438,501.52520751953125,0.25436946749687195,0.25436946749687195,0.7456305027008057
32,0,0,0.4590129852294922,0,0.0,0.0029909610748291,0.4090397655963897,0.3964459002017975,0.109375,0.015625,0.046875,0.1328125,0.09375,0.0703125,0.1015625,0.03125,0.203125,0.1953125,31,Retraining,68500.5390625,577.1771850585938,483.96197509765625,0.24522998929023743,0.24522998929023743,0.754770040512085
33,0,0,0.4799683094024658,0,0.0,0.0041823387145996,0.4079596996307373,0.3986154198646545,0.109375,0.0234375,0.046875,0.125,0.0859375,0.0703125,0.1015625,0.03125,0.203125,0.203125,32,Retraining,72590.671875,594.65087890625,491.2652282714844,0.2484864890575409,0.2484864890575409,0.7515134811401367
34,0,0,0.498425543308258,0,0.0,0.0033729076385498,0.4129211008548736,0.4019857048988342,0.109375,0.03125,0.046875,0.125,0.0703125,0.0703125,0.1015625,0.03125,0.1953125,0.21875,33,Retraining,76982.84375,612.854736328125,476.5398254394531,0.26359501481056213,0.26359501481056213,0.7364050149917603
35,0,0,0.497575044631958,0,0.0,0.003490924835205,0.4215448498725891,0.4063724875450134,0.109375,0.03125,0.046875,0.125,0.0703125,0.0625,0.1015625,0.03125,0.203125,0.21875,34,Retraining,96625.5234375,698.9342041015625,473.49542236328125,0.29197102785110474,0.29197102785110474,0.7080289721488953
36,0,0,0.4950814545154571,0,0.0,0.0034520626068115,0.4295907020568847,0.4095472395420074,0.109375,0.03125,0.046875,0.125,0.0703125,0.0546875,0.1015625,0.03125,0.2109375,0.21875,35,Retraining,113125.9296875,737.814697265625,506.50323486328125,0.302714079618454,0.302714079618454,0.6972858905792236
37,0,0,0.497211217880249,0,0.0,0.0043668746948242,0.4353683292865753,0.4107302129268646,0.109375,0.03125,0.046875,0.125,0.078125,0.0546875,0.1015625,0.03125,0.2109375,0.2109375,36,Retraining,114118.8359375,741.746826171875,503.75628662109375,0.3054084777832031,0.3054084777832031,0.6945915222167969
38,0,0,0.5069610476493835,0,0.0,0.003619909286499,0.438733696937561,0.4243791997432709,0.109375,0.03125,0.046875,0.125,0.078125,0.046875,0.109375,0.03125,0.2109375,0.2109375,37,Retraining,118268.5234375,738.7652587890625,512.1992797851562,0.3125531077384949,0.3125531077384949,0.6874468922615051
39,0,0,0.5162345170974731,0,0.0,0.0030429363250732,0.442010223865509,0.4163500070571899,0.109375,0.03125,0.046875,0.125,0.078125,0.046875,0.109375,0.03125,0.2109375,0.2109375,38,Retraining,134711.515625,769.0000610351562,528.8876953125,0.3312187194824219,0.3312187194824219,0.6687812805175781
40,0,0,0.5217931270599365,0,0.0,0.0036976337432861,0.4451405107975006,0.420306384563446,0.109375,0.03125,0.046875,0.125,0.0859375,0.046875,0.109375,0.03125,0.2109375,0.203125,39,Retraining,135163.53125,762.4125366210938,505.66717529296875,0.35059425234794617,0.35059425234794617,0.6494057178497314
41,0,0,0.5167720913887024,0,0.0,0.0034213066101074,0.4474624097347259,0.4221909940242767,0.109375,0.03125,0.046875,0.125,0.0859375,0.046875,0.109375,0.03125,0.2109375,0.203125,40,Retraining,125708.765625,772.403564453125,480.2477111816406,0.3388878405094147,0.3388878405094147,0.6611121892929077
42,0,0,0.5055810809135437,0,0.0,0.0032851696014404,0.4468064308166504,0.4289376735687256,0.109375,0.03125,0.046875,0.125,0.0859375,0.046875,0.109375,0.03125,0.21875,0.1953125,41,Retraining,98948.75,748.728515625,441.83551025390625,0.2991061806678772,0.2991061806678772,0.7008938193321228
43,0,0,0.492803156375885,0,0.0,0.0036499500274658,0.44401615858078,0.4170886874198913,0.109375,0.03125,0.046875,0.125,0.0859375,0.0390625,0.1171875,0.03125,0.21875,0.1953125,42,Retraining,82714.9453125,702.6944580078125,433.6778869628906,0.27142518758773804,0.27142518758773804,0.728574812412262
44,0,0,0.4782588481903076,0,0.0,0.0036385059356689,0.4406867027282715,0.427592396736145,0.109375,0.0234375,0.046875,0.125,0.0859375,0.0390625,0.1171875,0.03125,0.2265625,0.1953125,43,Retraining,62350.06640625,643.1148071289062,403.44281005859375,0.2403070032596588,0.2403070032596588,0.7596930265426636
45,0,0,0.475502073764801,0,0.0,0.0030930042266845,0.4412761926651001,0.4239165484905243,0.109375,0.0234375,0.046875,0.125,0.0859375,0.0390625,0.1171875,0.03125,0.2265625,0.1953125,44,Retraining,70104.171875,619.5753784179688,428.6515808105469,0.26396438479423523,0.26396438479423523,0.7360355854034424
46,0,0,0.4739675521850586,0,0.0,0.0032358169555664,0.4429648518562317,0.420773446559906,0.109375,0.0234375,0.046875,0.125,0.0859375,0.0390625,0.1171875,0.03125,0.21875,0.203125,45,Retraining,83173.8828125,598.5767211914062,470.795166015625,0.2951447665691376,0.2951447665691376,0.70485520362854
47,0,0,0.4727144837379455,0,0.0,0.0036158561706542,0.4418609738349914,0.426647424697876,0.1171875,0.0234375,0.046875,0.125,0.09375,0.03125,0.109375,0.03125,0.21875,0.203125,46,Retraining,109361.3203125,639.3695678710938,515.7029418945312,0.33167463541030884,0.33167463541030884,0.6683253645896912
48,0,0,0.4707842469215393,0,0.0,0.0035557746887207,0.4396858513355255,0.4235076904296875,0.109375,0.0234375,0.046875,0.125,0.1015625,0.03125,0.109375,0.03125,0.21875,0.203125,47,Retraining,111814.59375,626.747314453125,505.7394714355469,0.35275983810424805,0.35275983810424805,0.647240161895752
49,0,0,0.463167130947113,0,0.0,0.0031569004058837,0.4367612302303314,0.4234011173248291,0.109375,0.0234375,0.046875,0.1171875,0.109375,0.03125,0.109375,0.03125,0.2265625,0.1953125,48,Retraining,107629.21875,602.939208984375,504.484619140625,0.3538414239883423,0.3538414239883423,0.6461585760116577
50,0,0,0.4586512148380279,0,0.0,0.0032663345336914,0.4321053922176361,0.4214999377727508,0.109375,0.0234375,0.046875,0.1171875,0.109375,0.03125,0.109375,0.03125,0.2265625,0.1953125,49,Retraining,91030.5703125,542.0443115234375,475.4063415527344,0.3532543182373047,0.3532543182373047,0.6467456817626953
51,0,0,0.462246835231781,0,0.0,0.0035078525543212,0.4303776919841766,0.4205024242401123,0.109375,0.0234375,0.046875,0.1171875,0.109375,0.03125,0.109375,0.03125,0.2265625,0.1953125,50,Retraining,97447.0234375,542.1005249023438,502.6372375488281,0.35763019323349,0.35763019323349,0.64236980676651
52,0,0,0.4608361721038818,0,0.0,0.0035731792449951,0.4317599534988403,0.4215910732746124,0.109375,0.0234375,0.046875,0.125,0.1015625,0.0390625,0.109375,0.03125,0.21875,0.1953125,51,Retraining,86254.15625,510.37139892578125,503.4234924316406,0.33570683002471924,0.33570683002471924,0.6642931699752808
53,0,0,0.4647185802459717,0,0.0,0.0111889839172363,0.4333620965480804,0.4196102023124695,0.1015625,0.0234375,0.046875,0.1328125,0.109375,0.0390625,0.1171875,0.03125,0.2109375,0.1875,52,Retraining,76026.25,516.7394409179688,493.0318298339844,0.2984125018119812,0.2984125018119812,0.7015874981880188
