Step,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Time,Entropy,Margin,0 Fraction,1 Fraction
1,nan,nan,nan,nan,185.5770263671875,0.012440204620361328,0.15115885436534882,0.10370639711618423,0.6796875,0.3203125
2,nan,nan,nan,nan,855.5322265625,0.01159977912902832,0.17696836590766907,0.10183914005756378,0.78125,0.21875
3,nan,nan,nan,nan,356.73052978515625,0.011846780776977539,0.19515106081962585,0.11276638507843018,0.7890625,0.2109375
4,nan,nan,nan,nan,486.0809326171875,0.011595010757446289,0.14592395722866058,0.0920288935303688,0.78125,0.21875
5,nan,nan,nan,nan,537.6573486328125,0.011525869369506836,0.14446386694908142,0.08280909061431885,0.8046875,0.1953125
6,nan,nan,nan,nan,383.679931640625,0.011693954467773438,0.1885620802640915,0.11402562260627747,0.7578125,0.2421875
7,nan,nan,nan,nan,316.39788818359375,0.011609792709350586,0.15933606028556824,0.09497351944446564,0.78125,0.21875
8,nan,nan,nan,nan,394.00390625,0.011554718017578125,0.17376026511192322,0.11803436279296875,0.84375,0.15625
9,nan,nan,nan,nan,387.60308837890625,0.011754274368286133,0.1731271743774414,0.10968468338251114,0.8359375,0.1640625
10,nan,nan,nan,nan,291.90435791015625,0.01153421401977539,0.178731769323349,0.11279746890068054,0.8359375,0.1640625
11,nan,nan,nan,nan,272.9743957519531,0.01177525520324707,0.1817564219236374,0.12164588272571564,0.8046875,0.1953125
12,nan,nan,nan,nan,297.0827941894531,0.012125253677368164,0.18349969387054443,0.11621782183647156,0.875,0.125
13,nan,nan,nan,nan,305.1264343261719,0.01171112060546875,0.15297774970531464,0.08669691532850266,0.8046875,0.1953125
14,nan,nan,nan,nan,242.0061492919922,0.011520147323608398,0.19168047606945038,0.12978428602218628,0.8359375,0.1640625
15,nan,nan,nan,nan,238.33609008789062,0.011573314666748047,0.15678831934928894,0.1059340387582779,0.875,0.125
16,nan,nan,nan,nan,261.7707824707031,0.011831045150756836,0.17432846128940582,0.11220339685678482,0.8046875,0.1953125
17,nan,nan,nan,nan,251.81993103027344,0.011610984802246094,0.14955729246139526,0.09408260881900787,0.84375,0.15625
18,nan,nan,nan,nan,203.153076171875,0.01179051399230957,0.2339516133069992,0.15617424249649048,0.8203125,0.1796875
19,nan,nan,nan,nan,196.64004516601562,0.012990951538085938,0.17185136675834656,0.10447625070810318,0.8046875,0.1953125
20,nan,nan,nan,nan,244.3958282470703,0.011618614196777344,0.16045641899108887,0.09331083297729492,0.8359375,0.1640625
21,nan,nan,nan,nan,231.35635375976562,0.011525630950927734,0.11293569207191467,0.06167969852685928,0.828125,0.171875
22,nan,nan,nan,nan,174.0161895751953,0.011748313903808594,0.18179303407669067,0.10517396032810211,0.8828125,0.1171875
23,nan,nan,nan,nan,182.07565307617188,0.011636018753051758,0.19370852410793304,0.12564179301261902,0.8359375,0.1640625
24,nan,nan,nan,nan,210.38853454589844,0.011705398559570312,0.1785440444946289,0.11666858196258545,0.8515625,0.1484375
25,nan,nan,nan,nan,184.1439666748047,0.011579513549804688,0.17060858011245728,0.10927414149045944,0.859375,0.140625
26,nan,nan,nan,nan,158.1480712890625,0.011642694473266602,0.1420784592628479,0.09008574485778809,0.828125,0.171875
27,nan,nan,nan,nan,179.9178466796875,0.011756658554077148,0.20626550912857056,0.13133811950683594,0.8984375,0.1015625
28,nan,nan,nan,nan,207.52157592773438,0.011580467224121094,0.23623110353946686,0.15765902400016785,0.8125,0.1875
29,nan,nan,nan,nan,153.08837890625,0.01159358024597168,0.18629968166351318,0.10969135910272598,0.8515625,0.1484375
30,nan,nan,nan,nan,163.80511474609375,0.011616706848144531,0.1546851396560669,0.0923328548669815,0.8828125,0.1171875
31,nan,nan,nan,nan,174.4979248046875,0.011609792709350586,0.1943952888250351,0.12877506017684937,0.8359375,0.1640625
32,nan,nan,nan,nan,147.14419555664062,0.011595964431762695,0.1885126829147339,0.12016700953245163,0.8203125,0.1796875
33,nan,nan,nan,nan,144.02586364746094,0.011609792709350586,0.15722517669200897,0.09114057570695877,0.8359375,0.1640625
34,nan,nan,nan,nan,164.45156860351562,0.01165771484375,0.17358103394508362,0.11114491522312164,0.875,0.125
35,nan,nan,nan,nan,141.096923828125,0.011642932891845703,0.11766408383846283,0.06927163898944855,0.8984375,0.1015625
36,nan,nan,nan,nan,140.6944580078125,0.012195348739624023,0.10348831117153168,0.055922746658325195,0.859375,0.140625
37,nan,nan,nan,nan,145.32289123535156,0.011579513549804688,0.19498726725578308,0.11287163197994232,0.8125,0.1875
38,nan,nan,nan,nan,130.06546020507812,0.011644124984741211,0.17406219244003296,0.09479768574237823,0.90625,0.09375
39,nan,nan,nan,nan,139.1318359375,0.011744022369384766,0.20161598920822144,0.12778230011463165,0.8515625,0.1484375
40,nan,nan,nan,nan,144.783203125,0.01165914535522461,0.13612723350524902,0.08015602082014084,0.828125,0.171875
41,nan,nan,nan,nan,125.66236114501953,0.011649131774902344,0.14689761400222778,0.0886179581284523,0.8828125,0.1171875
42,nan,nan,nan,nan,140.34976196289062,0.011678457260131836,0.11808080226182938,0.06780935823917389,0.8984375,0.1015625
43,nan,nan,nan,nan,134.640380859375,0.014236927032470703,0.17261800169944763,0.09965211898088455,0.875,0.125
44,nan,nan,nan,nan,125.11178588867188,0.011536598205566406,0.1182989627122879,0.07306063175201416,0.9296875,0.0703125
45,nan,nan,nan,nan,125.16119384765625,0.011713743209838867,0.14385005831718445,0.08426131308078766,0.8984375,0.1015625
46,nan,nan,nan,nan,118.63845825195312,0.011754751205444336,0.14336293935775757,0.08611956238746643,0.8984375,0.1015625
47,nan,nan,nan,nan,131.4557647705078,0.011831998825073242,0.12883946299552917,0.0691063404083252,0.8515625,0.1484375
48,nan,nan,nan,nan,120.62434387207031,0.01167440414428711,0.15223105251789093,0.0945606529712677,0.9296875,0.0703125
49,nan,nan,nan,nan,126.83952331542969,0.011654853820800781,0.16322524845600128,0.1013776883482933,0.8828125,0.1171875
50,nan,nan,nan,nan,122.19700622558594,0.01167440414428711,0.15435755252838135,0.09246676415205002,0.890625,0.109375
51,nan,nan,nan,nan,116.58721923828125,0.012135028839111328,0.11110693216323853,0.0635894313454628,0.9140625,0.0859375
52,nan,nan,nan,nan,122.67122650146484,0.01183938980102539,0.16738897562026978,0.09556663036346436,0.8515625,0.1484375
53,nan,nan,nan,nan,118.58146667480469,0.012764215469360352,0.17617736756801605,0.10744235664606094,0.90625,0.09375
54,nan,nan,nan,nan,114.19257354736328,0.011952877044677734,0.18172721564769745,0.1084233969449997,0.9140625,0.0859375
55,nan,nan,nan,nan,115.9130859375,0.01191401481628418,0.1445852518081665,0.08973706513643265,0.90625,0.09375
56,nan,nan,nan,nan,113.62483215332031,0.011770248413085938,0.16316820681095123,0.10581021010875702,0.890625,0.109375
57,nan,nan,nan,nan,103.08799743652344,0.011601686477661133,0.14403612911701202,0.08944344520568848,0.8984375,0.1015625
58,nan,nan,nan,nan,120.43892669677734,0.011850118637084961,0.15586525201797485,0.09324871748685837,0.8828125,0.1171875
