Step,Total Loss,Time,0 Fraction,1 Fraction
1,0.004717219155281782,0.44223952293395996,0.0,1.0
2,0.005091408733278513,0.3777768611907959,0.0,1.0
3,0.004648457746952772,0.36435651779174805,0.0,1.0
4,0.0038149573374539614,0.37415575981140137,0.040000000000000036,0.96
5,0.0057451738975942135,0.3622276782989502,0.06000000000000005,0.94
6,0.005392576102167368,0.370067834854126,0.12,0.88
7,0.004044034518301487,0.3561084270477295,0.12,0.88
8,0.0050052255392074585,0.37409329414367676,0.16000000000000003,0.84
9,0.0034954734146595,0.3631875514984131,0.19999999999999996,0.8
10,0.005211398005485535,0.3614382743835449,0.26,0.74
11,0.005253152921795845,0.3628349304199219,0.30000000000000004,0.7
12,0.003955816850066185,0.3671417236328125,0.64,0.36
13,0.002738458337262273,0.3653438091278076,0.6599999999999999,0.34
14,0.0020799057092517614,0.368959903717041,0.62,0.38
15,0.0029979278333485126,0.3670527935028076,0.6599999999999999,0.34
16,0.004604959394782782,0.35996103286743164,0.8200000000000001,0.18
17,0.003675401909276843,0.3866097927093506,0.88,0.12
18,0.0031225073616951704,0.3682422637939453,0.98,0.02
19,0.0037682713009417057,0.35699963569641113,0.96,0.04
20,0.00227963924407959,0.36260080337524414,1.0,0.0
21,0.0017683416372165084,0.35705065727233887,0.96,0.04
22,0.0020209697540849447,0.378978967666626,1.0,0.0
23,0.0022340454161167145,0.3678743839263916,0.98,0.02
24,0.0021324355620890856,0.36562108993530273,0.94,0.06
25,0.002379989018663764,0.36461782455444336,0.9,0.1
26,0.0033067602198570967,0.3631415367126465,0.98,0.02
27,0.0025834839325398207,0.3715524673461914,0.98,0.02
28,0.0030635285656899214,0.3794872760772705,0.98,0.02
29,0.0013722976436838508,0.3610215187072754,1.0,0.0
30,0.003603346413001418,0.361727237701416,1.0,0.0
31,0.002600395819172263,0.36281824111938477,1.0,0.0
32,0.002572358353063464,0.3732569217681885,1.0,0.0
33,0.003522409126162529,0.37035369873046875,1.0,0.0
34,0.003446879331022501,0.3734560012817383,1.0,0.0
35,0.003501921659335494,0.3627622127532959,1.0,0.0
36,0.0030707167461514473,0.364459753036499,1.0,0.0
37,0.0031911300029605627,0.3722970485687256,1.0,0.0
38,0.0014200808946043253,0.3694791793823242,1.0,0.0
39,0.0013024843065068126,0.3703029155731201,1.0,0.0
40,0.0032737532164901495,0.36110877990722656,1.0,0.0
41,0.0053931958973407745,0.36603736877441406,1.0,0.0
42,0.002010804833844304,0.363598108291626,1.0,0.0
43,0.0029759344179183245,0.37590599060058594,1.0,0.0
44,0.003125074552372098,0.3727564811706543,0.98,0.02
45,0.002571149030700326,0.36115241050720215,1.0,0.0
46,0.0006616517785005271,0.36019420623779297,1.0,0.0
47,0.005903326440602541,0.36996006965637207,1.0,0.0
48,0.001918127411045134,0.3818225860595703,1.0,0.0
49,0.0034769196063280106,0.3792741298675537,1.0,0.0
50,0.0017350077396258712,0.36261606216430664,1.0,0.0
51,0.003198595019057393,0.3642854690551758,1.0,0.0
52,0.0014197072014212608,0.3795442581176758,1.0,0.0
53,0.00290958140976727,0.35974860191345215,0.98,0.02
54,0.0017892656615003943,0.3659169673919678,1.0,0.0
55,0.0025446154177188873,0.36612391471862793,1.0,0.0
56,0.001391420024447143,0.359269380569458,1.0,0.0
57,0.0007318328716792166,0.3649442195892334,1.0,0.0
58,0.003950370009988546,0.36261820793151855,1.0,0.0
59,0.003009905805811286,0.38051581382751465,1.0,0.0
60,0.0010611970210447907,0.3714327812194824,1.0,0.0
61,0.0026572502683848143,0.36426615715026855,1.0,0.0
62,0.0029780552722513676,0.35435962677001953,1.0,0.0
63,0.0017135601956397295,0.36739301681518555,1.0,0.0
64,0.0023479533847421408,0.3562791347503662,1.0,0.0
65,0.0033124268520623446,0.3551921844482422,1.0,0.0
66,0.0031881413888186216,0.3638420104980469,1.0,0.0
67,0.0008188810315914452,0.35605812072753906,1.0,0.0
68,0.002305996371433139,0.35321640968322754,1.0,0.0
69,0.003590633859857917,0.3507709503173828,1.0,0.0
70,0.0023893702309578657,0.3486638069152832,1.0,0.0
71,0.0014608195051550865,0.35640454292297363,1.0,0.0
72,0.0018146926304325461,0.37431907653808594,1.0,0.0
73,0.003931665327399969,0.3553450107574463,1.0,0.0
74,0.002610044088214636,0.3521401882171631,1.0,0.0
75,0.0015489704674109817,0.35240674018859863,1.0,0.0
76,0.003168479772284627,0.3468930721282959,1.0,0.0
77,0.0012996008154004812,0.356952428817749,1.0,0.0
78,0.002092938404530287,0.35335874557495117,1.0,0.0
79,0.0025288728065788746,0.3567512035369873,1.0,0.0
80,0.0013209981843829155,0.35277462005615234,1.0,0.0
81,0.0018344856798648834,0.3686060905456543,1.0,0.0
82,0.002275503007695079,0.3491542339324951,1.0,0.0
83,0.0014227809151634574,0.3600492477416992,1.0,0.0
84,0.002099406672641635,0.3510315418243408,1.0,0.0
85,0.0020380092319101095,0.3516116142272949,1.0,0.0
86,0.0034430362284183502,0.35200953483581543,1.0,0.0
87,0.0025042726192623377,0.35365915298461914,1.0,0.0
88,0.0025130368303507566,0.35715675354003906,1.0,0.0
89,0.0009042502497322857,0.3605484962463379,1.0,0.0
90,0.0016712133074179292,0.3500375747680664,1.0,0.0
