Step,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Time,Entropy,Margin,0 Fraction,1 Fraction
1,29706.5,16284.619140625,3.48944354057312,0.9221290349960327,50402.69171619415,0.20610427856445312,0.16897040605545044,0.10181157290935516,0.796875,0.203125
2,23164.11328125,7883.123046875,0.4203372299671173,44.051395416259766,75518.96897435188,0.02674698829650879,0.039678383618593216,0.028336402028799057,0.96875,0.03125
3,78241.890625,16937.3984375,0.0022168029099702835,0.9908905625343323,96172.3964279443,0.17871880531311035,0.017720768228173256,0.01645852066576481,1.0,0.0
4,17468.4609375,7983.4931640625,2.3558817701996304e-05,1.9952014684677124,27447.179128847914,0.02655768394470215,0.01091562770307064,0.010227148421108723,1.0,0.0
5,59043.9140625,16526.54296875,1.754328332026489e-05,0.9910287261009216,76561.50330063424,0.1787729263305664,0.008096392266452312,0.007988717406988144,1.0,0.0
6,23434.6953125,7973.55517578125,1.647266003601544e-06,92.58277130126953,123991.02343681679,0.026412010192871094,0.007901974022388458,0.007866322062909603,1.0,0.0
7,43455.46875,15499.849609375,2.553918818648526e-07,0.9480751752853394,59903.39379005222,0.17720627784729004,0.007859533652663231,0.007838583551347256,1.0,0.0
8,19181.630859375,7394.3046875,1.1290216761494776e-08,10.21484088897705,36790.77644714227,0.02484893798828125,0.007950934581458569,0.007949627004563808,1.0,0.0
9,51721.36328125,15246.822265625,2.9483540608943315e-10,0.9830931425094604,67951.2786896793,0.17775654792785645,0.008439475670456886,0.007793820463120937,1.0,0.0
10,22619.3359375,7164.3671875,4.8912887629093404e-11,25.968002319335938,55751.70544438485,0.025765657424926758,0.009342747740447521,0.007769051939249039,1.0,0.0
11,53126.890625,14309.0869140625,1.2734784581025504e-11,0.979428231716156,68415.40577079139,0.17667746543884277,0.010839147493243217,0.0076835909858345985,1.0,0.0
12,21530.54296875,6992.4052734375,1.2157304676851943e-11,19.55936622619629,48082.31446839595,0.02572154998779297,0.010079773142933846,0.0076835909858345985,1.0,0.0
13,47911.59375,14387.3544921875,1.760964291053213e-11,0.7194915413856506,63018.43978359076,0.17683100700378418,0.009342058561742306,0.007747509051114321,1.0,0.0
14,20813.033203125,7069.37255859375,6.652586120869941e-11,0.7711019515991211,28653.507713384395,0.02559065818786621,0.008395511656999588,0.007769051939249039,1.0,0.0
15,47776.4296875,14060.9482421875,2.1992815901761276e-10,0.878914475440979,62716.29240534841,0.17739105224609375,0.00807891320437193,0.007790715899318457,1.0,0.0
16,20690.48828125,6817.2490234375,2.416490618717404e-10,4.056377410888672,31564.11471581782,0.026592254638671875,0.008022334426641464,0.007793820463120937,1.0,0.0
17,51812.1328125,14623.546875,1.7460692613990858e-10,0.5522147417068481,66987.89442938146,0.17662858963012695,0.008007882162928581,0.007790715899318457,1.0,0.0
18,19449.44140625,6895.24755859375,8.842686305410297e-11,0.39147502183914185,26736.16398677132,0.024397850036621094,0.008024780079722404,0.0077798692509531975,1.0,0.0
19,57035.10546875,14828.2919921875,6.150136649951676e-11,0.7676864862442017,72631.0839472432,0.177018404006958,0.008005799725651741,0.007769051939249039,1.0,0.0
20,20887.466796875,7064.7001953125,1.0707777026164322e-10,6.113956928253174,34066.12392054775,0.027643680572509766,0.007964263670146465,0.0077798692509531975,1.0,0.0
21,61972.48828125,15130.6201171875,2.047640668134676e-10,0.871609091758728,77974.71749040099,0.1788477897644043,0.007940615527331829,0.007790715899318457,1.0,0.0
22,21167.82421875,7274.759765625,1.1113838738197046e-09,4.460273742675781,32902.85772816217,0.026461362838745117,0.007927166298031807,0.007803771644830704,1.0,0.0
23,60821.9140625,15237.1640625,5.967096594616805e-09,0.8408450484275818,76899.92317939468,0.17774319648742676,0.007924837991595268,0.007809140719473362,1.0,0.0
24,21070.533203125,7537.99755859375,-1.660657034108226e-08,0.30500444769859314,28913.535192810774,0.02686333656311035,0.007957374677062035,0.007931668311357498,1.0,0.0
25,56515.40625,16257.4208984375,1.1084247830694949e-07,0.021349765360355377,72794.17702464033,0.17764925956726074,0.007977393455803394,0.00792650505900383,1.0,0.0
26,19555.04296875,7760.876953125,3.8152859360707225e-07,0.21152973175048828,27527.45003515408,0.02918243408203125,0.008002727292478085,0.007950430735945702,1.0,0.0
27,58069.73828125,16090.4541015625,6.002283043926582e-07,0.1265702247619629,74286.76320780277,0.1772136688232422,0.008015644736588001,0.007963547483086586,1.0,0.0
28,17476.55078125,7589.59716796875,9.385174735143664e-07,0.0010028668912127614,25067.151754627437,0.027257680892944336,0.007991998456418514,0.007941077463328838,1.0,0.0
29,50475.6640625,15577.6953125,1.3659803244081559e-06,0.6163099408149719,66669.6706817953,0.17726707458496094,0.007956841960549355,0.007913341745734215,1.0,0.0
30,18707.22265625,7719.71484375,2.367732122365851e-06,1.0814486742019653,27508.388541934088,0.025744199752807617,0.007953381165862083,0.007907231338322163,1.0,0.0
31,55762.5859375,15750.6953125,3.6340875340101775e-06,0.4844692647457123,71997.75414883325,0.17754793167114258,0.007950634695589542,0.007903971709311008,1.0,0.0
32,17664.353515625,7644.21484375,6.673932603007415e-06,0.6506919264793396,25959.266959786943,0.026035785675048828,0.00794550497084856,0.007898506708443165,1.0,0.0
33,51124.31640625,15527.6943359375,9.579765901435167e-06,0.023777198046445847,66675.79751999985,0.17791008949279785,0.007956849411129951,0.007907667197287083,1.0,0.0
34,18684.513671875,7639.31396484375,1.2408361726556905e-05,0.035260047763586044,26359.100092844063,0.02730417251586914,0.007982882671058178,0.007924105040729046,1.0,0.0
35,47731.8359375,15220.091796875,1.3281936844578013e-05,0.004388611763715744,62956.32962807556,0.17822694778442383,0.008007310330867767,0.007942103780806065,1.0,0.0
36,16541.79296875,7450.7275390625,1.0901711902988609e-05,0.0004987763240933418,23993.030185848496,0.024658918380737305,0.00802756566554308,0.007956696674227715,1.0,0.0
37,48445.26953125,15552.52734375,7.828703928680625e-06,0.10947636514902115,64107.28106885295,0.17614150047302246,0.00804388802498579,0.007969834841787815,1.0,0.0
38,17173.916015625,7705.72265625,7.775279300403781e-06,0.011505317874252796,24891.151765028553,0.02479100227355957,0.00809042900800705,0.008002587594091892,1.0,0.0
39,46559.09375,15771.859375,7.902230208856054e-06,0.012837935239076614,62343.798962469285,0.17755126953125,0.008127445355057716,0.008029216900467873,1.0,0.0
40,16307.5634765625,7470.486328125,7.394662134174723e-06,0.1085890457034111,23886.646245053045,0.02468252182006836,0.00817056093364954,0.008061421103775501,1.0,0.0
41,45959.9140625,15316.224609375,7.058460596454097e-06,0.255679726600647,61531.82545693625,0.1769857406616211,0.008192070759832859,0.008076072670519352,1.0,0.0
42,16629.484375,7492.78271484375,6.698901870549889e-06,0.32397809624671936,24446.25188499234,0.02618694305419922,0.0082431361079216,0.008111578412353992,1.0,0.0
43,41090.9609375,15059.8515625,6.7442092586134095e-06,0.11462951451539993,56265.448758724655,0.17871451377868652,0.008274230174720287,0.008132202550768852,1.0,0.0
44,16062.1728515625,7543.57470703125,9.473376849200577e-06,0.08609523624181747,23691.852268212417,0.025490522384643555,0.008371304720640182,0.00820156093686819,1.0,0.0
45,39408.1953125,15498.078125,1.0823602679010946e-05,0.4172796607017517,55323.56392180443,0.17769646644592285,0.008426366373896599,0.008241351693868637,1.0,0.0
46,16145.984375,7782.3388671875,8.573701052227989e-06,0.010606365278363228,23938.938181166915,0.026031970977783203,0.008383438922464848,0.00820526946336031,1.0,0.0
47,39184.84375,15108.21875,6.840127298346488e-06,0.6956257224082947,54988.6950625356,0.17749476432800293,0.008365322835743427,0.008188764564692974,1.0,0.0
48,15642.859375,7407.353515625,6.602627308893716e-06,2.111971855163574,25162.191348415883,0.026659488677978516,0.008410053327679634,0.008218293078243732,1.0,0.0
49,40645.55078125,15791.3525390625,6.462529654527316e-06,0.8131729364395142,57250.082719281665,0.1775517463684082,0.008442781865596771,0.008244696073234081,1.0,0.0
50,15762.85546875,7919.16162109375,7.125773208827013e-06,3.869520902633667,27551.545118250626,0.02653813362121582,0.008516302332282066,0.00829949602484703,1.0,0.0
51,46514.609375,16447.287109375,8.525714292773046e-06,0.3315480351448059,63293.4530452341,0.17722058296203613,0.008556241169571877,0.008327312767505646,1.0,0.0
52,14780.810546875,7846.462890625,1.0400160135759506e-05,0.43262308835983276,23059.90692601997,0.02568674087524414,0.008608144707977772,0.008367356844246387,1.0,0.0
53,46845.7265625,16728.830078125,1.0962357009702828e-05,0.20521175861358643,63779.779361595596,0.17793941497802734,0.008600173518061638,0.008360535837709904,1.0,0.0
54,15659.439453125,7730.49560546875,1.1044327948184218e-05,0.5525429844856262,23942.489087407324,0.025635242462158203,0.008507044054567814,0.008287571370601654,1.0,0.0
55,49892.875,16784.2578125,1.2071560377080459e-05,0.4846130311489105,67161.75791520928,0.17805004119873047,0.008382261730730534,0.00819272082298994,1.0,0.0
56,16412.546875,7660.04541015625,1.3824656889482867e-05,0.799418568611145,24872.024678424285,0.026683807373046875,0.008360002189874649,0.008175274357199669,1.0,0.0
57,48120.3203125,16757.3828125,1.4533393368765246e-05,0.3992723226547241,65276.98998104809,0.17768335342407227,0.008355987258255482,0.008171042427420616,1.0,0.0
58,15449.376953125,7952.2529296875,1.5542711480520666e-05,0.005351018626242876,23406.996444150223,0.025882244110107422,0.008475378155708313,0.008257752284407616,1.0,0.0
59,49431.8671875,16609.8984375,1.631294799153693e-05,0.003874558722600341,66045.65649667059,0.17857956886291504,0.008592396043241024,0.008346845395863056,1.0,0.0
60,14624.7001953125,7763.9384765625,1.548862928757444e-05,0.0068358988501131535,22395.4900593544,0.02681255340576172,0.0086548812687397,0.00839365366846323,1.0,0.0
61,55571.3203125,16442.51171875,1.3778825632471126e-05,0.011108447797596455,72024.95425787324,0.17886686325073242,0.00869437213987112,0.008422130718827248,1.0,0.0
62,15187.2587890625,7515.98095703125,1.2469475223042537e-05,0.7867398858070374,23489.99210137601,0.02641892433166504,0.008733982220292091,0.008447879925370216,1.0,0.0
63,52673.47265625,16414.572265625,1.2438862540875562e-05,0.45284155011177063,69540.89891084931,0.17778778076171875,0.00874409545212984,0.008454590104520321,1.0,0.0
64,15779.525390625,7629.310546875,1.3637029951496515e-05,0.13333715498447418,23542.186729514426,0.026862144470214844,0.008824711665511131,0.008515170775353909,1.0,0.0
65,53015.01171875,16054.080078125,1.5216470274026506e-05,0.0470636710524559,69116.17068439773,0.17809200286865234,0.009005242958664894,0.008652019314467907,1.0,0.0
66,16186.5458984375,7764.0849609375,1.5203839211608283e-05,0.21015815436840057,24160.804217582612,0.02741074562072754,0.009244470857083797,0.008839240297675133,1.0,0.0
67,44510.26171875,15859.802734375,1.5320452803280205e-05,0.06312943994998932,60433.20921352779,0.179551362991333,0.009612315334379673,0.009136112406849861,1.0,0.0
68,15041.66796875,7415.123046875,1.6845517166075297e-05,0.0033097995910793543,22460.117660733245,0.026291370391845703,0.009877141565084457,0.009348509833216667,1.0,0.0
69,48152.35546875,15837.24609375,1.832223279052414e-05,3.8023001707188087e-06,63989.62368703296,0.17828726768493652,0.010160820558667183,0.00957551784813404,1.0,0.0
70,14985.4228515625,7402.291015625,1.962269925570581e-05,0.09057769924402237,22478.311189130778,0.025289297103881836,0.010482149198651314,0.009839458391070366,1.0,0.0
71,48773.0703125,15969.369140625,2.1082922103232704e-05,0.0054927365854382515,64747.95327263254,0.17776083946228027,0.010817158035933971,0.010113893076777458,1.0,0.0
72,15249.4287109375,7612.48291015625,2.5202021788572893e-05,0.3464941084384918,23208.43093155403,0.028410911560058594,0.011149564757943153,0.010384934023022652,1.0,0.0
73,42781.0234375,15760.087890625,2.9376547900028527e-05,0.30281296372413635,58843.95366839704,0.17792034149169922,0.011503555811941624,0.010675843805074692,1.0,0.0
74,15240.345703125,7520.3173828125,6.2409249949269e-05,0.4775569438934326,23238.282439080882,0.024990320205688477,0.010822989046573639,0.010056927800178528,1.0,0.0
75,42900.2265625,16390.212890625,0.00010721754370024428,0.6206259727478027,59911.1726434165,0.17895174026489258,0.010358531028032303,0.009641755372285843,1.0,0.0
76,15851.3896484375,7900.7421875,9.15128766791895e-05,0.9351232051849365,24687.346553999116,0.02535414695739746,0.010907159186899662,0.010092925280332565,1.0,0.0
77,51443.98828125,16793.08984375,5.583389429375529e-05,0.6116973757743835,68848.83133466868,0.17766785621643066,0.011980671435594559,0.011021578684449196,1.0,0.0
78,14898.53515625,7992.650390625,4.031284333905205e-05,2.001946210861206,24893.172070579545,0.025191307067871094,0.012960018590092659,0.011883145198225975,1.0,0.0
79,54978.98046875,16636.14453125,3.9578746509505436e-05,0.04375317692756653,71658.91775567408,0.1769731044769287,0.012809256091713905,0.011724501848220825,1.0,0.0
80,15810.642578125,7881.357421875,4.5485088776331395e-05,0.010283323004841805,23702.328808093618,0.024882793426513672,0.012280460447072983,0.011232320219278336,1.0,0.0
81,66970.0078125,17442.267578125,4.9588379624765366e-05,0.00027039385167881846,84412.5953728563,0.1772770881652832,0.012314105406403542,0.01124489400535822,1.0,0.0
82,15601.533203125,7948.4697265625,4.960315709467977e-05,0.006036678329110146,23556.089211173705,0.026087045669555664,0.012987271882593632,0.011832845397293568,1.0,0.0
83,64613.3671875,16676.6875,4.75950728286989e-05,0.01463024877011776,81304.73253134295,0.1777191162109375,0.014145245775580406,0.01288246363401413,1.0,0.0
84,14167.96875,7807.8623046875,4.5627130020875484e-05,0.22902019321918488,22204.896875036706,0.027171611785888672,0.015744684264063835,0.014407997019588947,1.0,0.0
85,58771.7421875,16660.10546875,4.635816367226653e-05,0.44227883219718933,75874.17284661086,0.17828655242919922,0.017487263306975365,0.016160694882273674,1.0,0.0
86,15351.83984375,7860.51171875,4.552499740384519e-05,0.8516954779624939,24064.092565459898,0.026022911071777344,0.018694426864385605,0.01739376410841942,1.0,0.0
87,61572.578125,17007.814453125,4.219488619128242e-05,0.18002724647521973,78760.46201948641,0.17769718170166016,0.01845378801226616,0.017202530056238174,1.0,0.0
88,15162.404296875,7959.408203125,4.2358937207609415e-05,3.303045014035888e-05,23121.887889387348,0.030217885971069336,0.016585350036621094,0.015322570689022541,1.0,0.0
89,64261.296875,16537.18359375,4.671569331549108e-05,0.0034506628289818764,80801.9778472723,0.17838382720947266,0.015763936564326286,0.014551868662238121,1.0,0.0
90,15584.994140625,7722.55859375,4.532478851615451e-05,0.03369702771306038,23341.295086876577,0.0276491641998291,0.015888351947069168,0.014738285914063454,1.0,0.0
91,68268.640625,16138.275390625,4.236782478983514e-05,9.424466406926513e-05,84407.05262811386,0.17801928520202637,0.0175970196723938,0.016581930220127106,1.0,0.0
92,18775.40625,7076.8193359375,4.562234244076535e-05,0.41820070147514343,26270.471909755084,0.02759575843811035,0.01709984987974167,0.01612093113362789,1.0,0.0
93,83993.4453125,16183.2724609375,5.52897690795362e-05,0.20156443119049072,100378.33749439707,0.17914938926696777,0.014872231520712376,0.013849034905433655,1.0,0.0
94,14621.154296875,7278.7451171875,6.461072916863486e-05,0.3730696141719818,22273.03363896365,0.026618480682373047,0.01543339528143406,0.014365308918058872,1.0,0.0
95,60690.57421875,15857.3828125,6.961693725315854e-05,0.18065997958183289,76728.68662776909,0.17801666259765625,0.016068678349256516,0.014935038983821869,1.0,0.0
96,14389.990234375,7315.9677734375,6.923881301190704e-05,0.07583071291446686,21781.85795953998,0.026085376739501953,0.017162572592496872,0.015887903049588203,1.0,0.0
97,96488.2421875,16915.26171875,6.310474418569356e-05,0.012318921275436878,113415.88593226962,0.17752432823181152,0.018801353871822357,0.01743844337761402,1.0,0.0
98,16201.537109375,7865.7939453125,6.40031648799777e-05,5.649567538057454e-05,24067.45155352776,0.024734973907470703,0.020190183073282242,0.01889333501458168,1.0,0.0
99,76458.546875,16644.21875,6.594415754079819e-05,0.009605648927390575,93112.43721808493,0.17744874954223633,0.020462702959775925,0.019192319363355637,1.0,0.0
