expr-id,FID
0,176.19619750976562
1,175.32977294921875
2,175.026123046875
3,175.135986328125
4,171.8761749267578
5,172.9344940185547
6,177.08157348632812
7,173.56842041015625
8,178.1292724609375
9,172.8052520751953
