Step,Total Loss,Time,0 Fraction,1 Fraction,Orthogonality Loss
1,0.2062101811170578,3.8990285396575928,0.0,1.0,0.2832748293876648
2,0.34738415479660034,1.8013386726379395,0.09999999999999998,0.9,0.4139932096004486
3,0.37047454714775085,1.806187629699707,1.0,0.0,0.2209796905517578
4,0.280916303396225,1.8009631633758545,1.0,0.0,0.0542888380587101
5,0.5473289489746094,1.8077850341796875,1.0,0.0,0.044137511402368546
6,0.23527708649635315,1.815300464630127,1.0,0.0,0.00015705671103205532
7,0.262288361787796,1.8575708866119385,1.0,0.0,0.020545903593301773
8,0.3906440734863281,1.8024001121520996,1.0,0.0,0.01960030384361744
9,0.21252396702766418,1.8159499168395996,1.0,0.0,0.15233328938484192
10,0.3601089119911194,1.8001880645751953,1.0,0.0,0.004737120121717453
11,0.18465368449687958,1.8224852085113525,1.0,0.0,0.055126484483480453
12,0.25462815165519714,1.845632553100586,1.0,0.0,0.007505945395678282
13,0.14398781955242157,1.8024115562438965,1.0,0.0,0.0009050358203239739
14,0.2501241862773895,1.7964105606079102,1.0,0.0,0.04044537618756294
15,0.410316526889801,1.8060977458953857,1.0,0.0,0.06040680408477783
16,0.2860427498817444,1.80684494972229,1.0,0.0,0.04701970890164375
17,0.2917652130126953,1.8011956214904785,0.98,0.02,0.000560588261578232
18,0.1877123862504959,1.7968053817749023,0.98,0.02,0.040047165006399155
19,0.12803353369235992,1.79097318649292,0.98,0.02,0.0009073158726096153
20,0.8038859963417053,1.8083784580230713,0.98,0.02,0.025526709854602814
21,0.2950403392314911,1.8220882415771484,0.98,0.02,0.10534217953681946
22,0.18358591198921204,1.8020589351654053,0.98,0.02,0.0181184820830822
23,0.30503761768341064,1.8100264072418213,0.96,0.04,0.012164657935500145
24,0.3337482213973999,1.7953987121582031,0.98,0.02,0.002108090789988637
25,0.10120612382888794,1.822160005569458,0.98,0.02,0.0038796213921159506
26,0.2418261468410492,1.80708909034729,0.94,0.06,0.016768284142017365
27,0.4736500680446625,1.7937164306640625,0.96,0.04,0.04176292195916176
28,0.34439322352409363,1.8046436309814453,0.98,0.02,0.03691514953970909
29,0.5576900839805603,1.819936752319336,0.98,0.02,0.002756394911557436
30,0.34301072359085083,1.803016185760498,1.0,0.0,0.09676576405763626
31,0.2111140489578247,1.7942986488342285,0.98,0.02,0.0017961760750040412
32,0.10129795968532562,1.8091964721679688,0.92,0.08,0.0027607663068920374
33,0.1904710978269577,1.8173227310180664,0.94,0.06,0.017077330499887466
34,0.19632120430469513,1.8189101219177246,0.94,0.06,0.19802871346473694
35,0.20984302461147308,1.8003578186035156,0.96,0.04,0.1365831345319748
36,0.4139457941055298,1.8100464344024658,1.0,0.0,0.024539323523640633
37,0.1903715431690216,1.8174841403961182,0.98,0.02,0.0004171437176410109
38,0.24874363839626312,1.8238818645477295,0.98,0.02,0.0012124807108193636
39,0.4187335968017578,1.815828561782837,0.98,0.02,0.001579323667101562
40,0.3042314648628235,1.8075010776519775,1.0,0.0,0.003127266652882099
41,0.13326384127140045,1.8098862171173096,0.98,0.02,0.016315186396241188
42,0.20997260510921478,1.826674222946167,0.98,0.02,0.006378999445587397
43,0.3717956840991974,1.792360782623291,0.98,0.02,0.0771808996796608
44,0.27970752120018005,1.8012206554412842,0.94,0.06,0.012246810831129551
45,0.3162924349308014,1.79372239112854,0.9,0.1,0.0038922415114939213
46,0.6200445890426636,1.812558650970459,0.84,0.16,0.006369738839566708
47,0.3997282087802887,1.8033583164215088,0.9,0.1,2.894309363909997e-05
48,0.31483229994773865,1.8308372497558594,0.88,0.12,0.08465546369552612
49,0.32348576188087463,1.8144862651824951,0.92,0.08,0.0002220648166257888
50,0.3641047179698944,1.7951109409332275,0.88,0.12,0.030483298003673553
51,0.32995861768722534,1.8004345893859863,0.86,0.14,0.08600413799285889
52,0.18863600492477417,1.8001174926757812,0.8200000000000001,0.18,0.04808934032917023
53,0.2886936068534851,1.8059849739074707,0.92,0.08,0.007809411734342575
54,0.5442375540733337,1.8324878215789795,0.9,0.1,0.052703361958265305
55,0.16604407131671906,1.8040220737457275,0.9,0.1,0.004907529801130295
56,0.23569044470787048,1.8088629245758057,0.9,0.1,0.009568983688950539
57,0.3423021733760834,1.8211860656738281,0.88,0.12,0.17451469600200653
58,0.2309129685163498,1.8110599517822266,0.92,0.08,0.17028823494911194
59,0.3207316994667053,1.789914608001709,0.96,0.04,0.07175213098526001
60,0.20813106000423431,1.8004417419433594,0.96,0.04,0.0025327454786747694
