Step,Reconstruction Loss,KL Loss,Uniformity Loss,Orthogonality Loss,Total Loss,Time,Entropy,Margin,0 Fraction,1 Fraction,2 Fraction,3 Fraction,4 Fraction,5 Fraction,6 Fraction,7 Fraction,8 Fraction,9 Fraction
1,,,0.7548307180404663,,,0.00554966926574707,0.4483942985534668,0.44268500804901123,0.0625,0.046875,0.046875,0.1484375,0.09375,0.0390625,0.1328125,0.0859375,0.2109375,0.1328125
2,,,0.5664983987808228,,,0.005205631256103516,0.43647071719169617,0.4333042502403259,0.0625,0.03125,0.046875,0.15625,0.1015625,0.0390625,0.1328125,0.0859375,0.2109375,0.1328125
3,,,0.4555242359638214,,,0.005223989486694336,0.42706453800201416,0.4346521496772766,0.0546875,0.03125,0.046875,0.15625,0.1171875,0.0390625,0.140625,0.078125,0.2109375,0.125
4,,,0.42822420597076416,,,0.005337238311767578,0.4327121376991272,0.44221746921539307,0.0625,0.03125,0.046875,0.1484375,0.1171875,0.03125,0.140625,0.078125,0.21875,0.125
5,,,0.4190978407859802,,,0.005269527435302734,0.44157305359840393,0.44386667013168335,0.0625,0.0078125,0.046875,0.1328125,0.1015625,0.03125,0.140625,0.0859375,0.2578125,0.1328125
6,,,0.39682134985923767,,,0.0052454471588134766,0.4476732015609741,0.44276997447013855,0.0625,0.0078125,0.046875,0.1171875,0.09375,0.03125,0.140625,0.0859375,0.2734375,0.140625
7,,,0.36126208305358887,,,0.005482673645019531,0.45021551847457886,0.4410245418548584,0.0625,0.0,0.046875,0.1171875,0.09375,0.03125,0.140625,0.0859375,0.28125,0.140625
8,,,0.32516905665397644,,,0.005278587341308594,0.450431227684021,0.4339256286621094,0.0625,0.0,0.046875,0.1328125,0.09375,0.0234375,0.1484375,0.0859375,0.265625,0.140625
9,,,0.3087899386882782,,,0.005458354949951172,0.4501343369483948,0.4353185296058655,0.0625,0.0,0.046875,0.140625,0.09375,0.0234375,0.140625,0.0859375,0.265625,0.140625
10,,,0.2972344160079956,,,0.005239725112915039,0.45001137256622314,0.437727153301239,0.0625,0.0078125,0.046875,0.140625,0.09375,0.03125,0.140625,0.09375,0.25,0.1328125
11,,,0.2941025495529175,,,0.005333900451660156,0.44849252700805664,0.44399431347846985,0.0625,0.0078125,0.046875,0.140625,0.09375,0.03125,0.140625,0.09375,0.25,0.1328125
12,,,0.2976399064064026,,,0.005328655242919922,0.451698362827301,0.44888627529144287,0.0625,0.0078125,0.046875,0.1484375,0.09375,0.03125,0.140625,0.09375,0.234375,0.140625
13,,,0.2996121644973755,,,0.0053899288177490234,0.451647013425827,0.4520699977874756,0.0625,0.0078125,0.046875,0.15625,0.1015625,0.03125,0.140625,0.09375,0.2265625,0.1328125
14,,,0.2941713035106659,,,0.0054171085357666016,0.4509192109107971,0.4493764042854309,0.0625,0.0078125,0.046875,0.15625,0.1015625,0.0390625,0.1328125,0.09375,0.2265625,0.1328125
15,,,0.2911979854106903,,,0.005280017852783203,0.4494693875312805,0.44514790177345276,0.0625,0.0,0.046875,0.15625,0.1015625,0.0390625,0.1328125,0.09375,0.234375,0.1328125
16,,,0.289058655500412,,,0.0052318572998046875,0.4469970166683197,0.4369776248931885,0.0625,0.0,0.046875,0.15625,0.1015625,0.0390625,0.1328125,0.0859375,0.234375,0.140625
17,,,0.2856917977333069,,,0.005335330963134766,0.44230061769485474,0.4316835403442383,0.0625,0.0,0.046875,0.1484375,0.1015625,0.0390625,0.1328125,0.0859375,0.2421875,0.140625
18,,,0.2832199037075043,,,0.005243539810180664,0.44126734137535095,0.42670226097106934,0.0625,0.0,0.046875,0.1484375,0.1015625,0.03125,0.140625,0.0859375,0.2421875,0.140625
19,,,0.28246036171913147,,,0.00531458854675293,0.440047025680542,0.4276112914085388,0.0625,0.0,0.046875,0.140625,0.1015625,0.03125,0.140625,0.0859375,0.2578125,0.1328125
20,,,0.2860390841960907,,,0.005431652069091797,0.4445355534553528,0.42748528718948364,0.0625,0.0,0.046875,0.140625,0.1015625,0.03125,0.140625,0.09375,0.2578125,0.125
21,,,0.2804757058620453,,,0.005476951599121094,0.44947272539138794,0.428598552942276,0.0625,0.0,0.046875,0.140625,0.1015625,0.0390625,0.1328125,0.09375,0.2578125,0.125
22,,,0.2703479528427124,,,0.0053081512451171875,0.4508039653301239,0.43108510971069336,0.0625,0.0,0.0546875,0.140625,0.1015625,0.0390625,0.125,0.09375,0.2578125,0.125
23,,,0.26004064083099365,,,0.005294084548950195,0.45084506273269653,0.43065571784973145,0.0625,0.0,0.0546875,0.1484375,0.1015625,0.0390625,0.125,0.09375,0.25,0.125
24,,,0.25935208797454834,,,0.00528717041015625,0.4527970552444458,0.43089592456817627,0.0625,0.0,0.0546875,0.1484375,0.1015625,0.0390625,0.125,0.09375,0.25,0.125
25,,,0.2591022849082947,,,0.005362033843994141,0.4554305672645569,0.4323529303073883,0.0625,0.0,0.046875,0.1484375,0.1015625,0.0390625,0.1328125,0.09375,0.25,0.125
26,,,0.2671735882759094,,,0.005153179168701172,0.45696038007736206,0.4399958848953247,0.0625,0.0,0.046875,0.140625,0.1015625,0.0390625,0.1328125,0.09375,0.2578125,0.125
27,,,0.28075581789016724,,,0.00524139404296875,0.46073412895202637,0.44226545095443726,0.0625,0.0,0.046875,0.140625,0.1015625,0.0390625,0.1328125,0.09375,0.25,0.1328125
28,,,0.2899778187274933,,,0.005089282989501953,0.4653075933456421,0.44570159912109375,0.0625,0.0,0.046875,0.140625,0.1015625,0.03125,0.140625,0.09375,0.25,0.1328125
29,,,0.2903076410293579,,,0.005360603332519531,0.4683547019958496,0.44782838225364685,0.0625,0.0,0.046875,0.140625,0.1015625,0.03125,0.140625,0.09375,0.25,0.1328125
30,,,0.28154969215393066,,,0.005204439163208008,0.46633395552635193,0.4430501461029053,0.0625,0.0,0.046875,0.1484375,0.1015625,0.03125,0.140625,0.09375,0.2421875,0.1328125
31,,,0.27048835158348083,,,0.005291461944580078,0.4679126441478729,0.4412184953689575,0.0625,0.0,0.046875,0.140625,0.1015625,0.03125,0.140625,0.09375,0.25,0.1328125
32,,,0.2655632197856903,,,0.00521540641784668,0.47021740674972534,0.4455827474594116,0.0625,0.0,0.046875,0.140625,0.1015625,0.03125,0.140625,0.0859375,0.25,0.140625
33,,,0.25710272789001465,,,0.005208492279052734,0.47125735878944397,0.43649038672447205,0.0625,0.0,0.046875,0.140625,0.1015625,0.03125,0.140625,0.0859375,0.2578125,0.1328125
34,,,0.24726703763008118,,,0.005557060241699219,0.46989142894744873,0.43401503562927246,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.0859375,0.265625,0.1328125
35,,,0.2384728193283081,,,0.00519871711730957,0.46468302607536316,0.42914628982543945,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.0859375,0.265625,0.1328125
36,,,0.23002377152442932,,,0.005232095718383789,0.45890867710113525,0.42789700627326965,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.03125,0.140625,0.0859375,0.2734375,0.1328125
37,,,0.22935497760772705,,,0.005221128463745117,0.4556363821029663,0.42986607551574707,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.0859375,0.265625,0.1328125
38,,,0.2360696941614151,,,0.0052759647369384766,0.45449161529541016,0.4368247389793396,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.0859375,0.265625,0.1328125
39,,,0.24287839233875275,,,0.005166530609130859,0.4514368176460266,0.4379401206970215,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.09375,0.265625,0.125
40,,,0.2516212463378906,,,0.005249738693237305,0.4490433931350708,0.4392463266849518,0.0625,0.0,0.0546875,0.125,0.109375,0.03125,0.1328125,0.09375,0.2734375,0.1171875
41,,,0.2546529173851013,,,0.005267620086669922,0.45046553015708923,0.43877893686294556,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.1328125,0.09375,0.265625,0.1328125
42,,,0.25725245475769043,,,0.005232095718383789,0.4535255432128906,0.4357064962387085,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.1328125,0.09375,0.265625,0.1328125
43,,,0.26196664571762085,,,0.005183219909667969,0.45639508962631226,0.43887072801589966,0.0625,0.0,0.0546875,0.1328125,0.1015625,0.0390625,0.1328125,0.09375,0.25,0.1328125
44,,,0.26649463176727295,,,0.005221128463745117,0.46021854877471924,0.4500505328178406,0.0625,0.0,0.0546875,0.1328125,0.1015625,0.0390625,0.1328125,0.09375,0.25,0.1328125
45,,,0.2613980770111084,,,0.005342960357666016,0.4596273899078369,0.4426250457763672,0.0625,0.0,0.046875,0.140625,0.1015625,0.0390625,0.1328125,0.09375,0.25,0.1328125
46,,,0.25659120082855225,,,0.005213022232055664,0.45995041728019714,0.44924718141555786,0.0625,0.0,0.046875,0.140625,0.1015625,0.0390625,0.1328125,0.0859375,0.25,0.140625
47,,,0.25118857622146606,,,0.005120038986206055,0.4621954560279846,0.44690394401550293,0.0625,0.0,0.046875,0.125,0.1015625,0.03125,0.140625,0.0859375,0.265625,0.140625
48,,,0.23889344930648804,,,0.00519251823425293,0.46537870168685913,0.4548012316226959,0.0625,0.0,0.046875,0.125,0.1015625,0.03125,0.140625,0.0859375,0.265625,0.140625
49,,,0.2313442826271057,,,0.005400180816650391,0.4697195291519165,0.45719945430755615,0.0625,0.0,0.046875,0.125,0.1015625,0.0234375,0.1484375,0.0859375,0.265625,0.140625
50,,,0.2210562527179718,,,0.00518345832824707,0.47280752658843994,0.4488982558250427,0.0625,0.0,0.046875,0.1328125,0.1015625,0.0234375,0.1484375,0.0859375,0.2578125,0.140625
51,,,0.2142793834209442,,,0.005053281784057617,0.47485196590423584,0.4484524130821228,0.0625,0.0,0.046875,0.1328125,0.1015625,0.0234375,0.1484375,0.0859375,0.2578125,0.140625
52,,,0.21162080764770508,,,0.005037784576416016,0.46510371565818787,0.44612088799476624,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.0234375,0.1484375,0.0859375,0.265625,0.140625
53,,,0.21289142966270447,,,0.005311489105224609,0.45512956380844116,0.44180870056152344,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.0234375,0.1484375,0.0859375,0.265625,0.140625
54,,,0.21882620453834534,,,0.005549907684326172,0.4460579752922058,0.44256022572517395,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.0234375,0.1484375,0.09375,0.265625,0.1328125
55,,,0.22518756985664368,,,0.005354166030883789,0.4443562626838684,0.44904205203056335,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.03125,0.140625,0.09375,0.265625,0.1328125
56,,,0.23366805911064148,,,0.005373954772949219,0.44367143511772156,0.44809162616729736,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.03125,0.1328125,0.09375,0.2734375,0.1328125
57,,,0.23869861662387848,,,0.005249977111816406,0.44604265689849854,0.44039463996887207,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.03125,0.1328125,0.09375,0.28125,0.125
58,,,0.24925142526626587,,,0.005305767059326172,0.44563329219818115,0.43548935651779175,0.0625,0.0,0.0546875,0.109375,0.1015625,0.03125,0.1328125,0.09375,0.2890625,0.125
59,,,0.258827805519104,,,0.005147695541381836,0.44255322217941284,0.430225670337677,0.0546875,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.09375,0.2734375,0.125
60,,,0.2665521502494812,,,0.005243062973022461,0.4430237114429474,0.43443381786346436,0.0546875,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.09375,0.265625,0.1328125
61,,,0.2669444680213928,,,0.005135536193847656,0.44465523958206177,0.4338400065898895,0.0546875,0.0,0.0546875,0.125,0.1015625,0.0390625,0.140625,0.09375,0.2578125,0.1328125
62,,,0.26229968667030334,,,0.0053179264068603516,0.4513885974884033,0.43845540285110474,0.0546875,0.0,0.0625,0.125,0.1015625,0.0390625,0.1328125,0.09375,0.2578125,0.1328125
63,,,0.2507317364215851,,,0.0052149295806884766,0.4532839357852936,0.437345951795578,0.0546875,0.0,0.0625,0.125,0.1015625,0.0390625,0.1328125,0.09375,0.2578125,0.1328125
64,,,0.24160271883010864,,,0.005184173583984375,0.45414963364601135,0.4352124333381653,0.0546875,0.0,0.0625,0.1328125,0.1015625,0.0390625,0.1328125,0.09375,0.25,0.1328125
65,,,0.23282533884048462,,,0.0053081512451171875,0.45077192783355713,0.4376782178878784,0.0546875,0.0,0.0625,0.140625,0.1015625,0.0390625,0.1328125,0.0859375,0.2421875,0.140625
66,,,0.22857685387134552,,,0.00525355339050293,0.44478389620780945,0.4358959197998047,0.0546875,0.0,0.0625,0.1328125,0.1015625,0.0390625,0.1328125,0.09375,0.25,0.1328125
67,,,0.22139954566955566,,,0.005195140838623047,0.4405948519706726,0.43695420026779175,0.0546875,0.0,0.0625,0.1328125,0.1015625,0.0390625,0.1328125,0.09375,0.2578125,0.125
68,,,0.21936631202697754,,,0.005301237106323242,0.4385964572429657,0.4393889904022217,0.0546875,0.0,0.0546875,0.1328125,0.1015625,0.03125,0.1484375,0.09375,0.2578125,0.125
69,,,0.21506114304065704,,,0.005144357681274414,0.43820077180862427,0.4469221830368042,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.140625,0.09375,0.265625,0.125
70,,,0.21477773785591125,,,0.005293369293212891,0.44377949833869934,0.44201356172561646,0.0625,0.0,0.0546875,0.1171875,0.1015625,0.03125,0.140625,0.09375,0.2734375,0.125
71,,,0.2173292636871338,,,0.005168437957763672,0.44507986307144165,0.4507332742214203,0.0625,0.0,0.0546875,0.109375,0.1015625,0.03125,0.140625,0.09375,0.28125,0.125
72,,,0.21885186433792114,,,0.005130767822265625,0.44542407989501953,0.4460977613925934,0.0625,0.0,0.0546875,0.1015625,0.1015625,0.0390625,0.1328125,0.09375,0.2890625,0.125
73,,,0.22356629371643066,,,0.00516510009765625,0.44685518741607666,0.44942253828048706,0.0625,0.0,0.046875,0.109375,0.1015625,0.0390625,0.1328125,0.09375,0.2890625,0.125
74,,,0.23155058920383453,,,0.005178213119506836,0.4511505663394928,0.4538944363594055,0.0625,0.0,0.0546875,0.1015625,0.09375,0.0390625,0.1328125,0.09375,0.2890625,0.1328125
75,,,0.2366916686296463,,,0.005012035369873047,0.45457983016967773,0.4620427191257477,0.0625,0.0,0.0546875,0.1015625,0.09375,0.0390625,0.1328125,0.09375,0.2890625,0.1328125
76,,,0.24008715152740479,,,0.005159616470336914,0.4570131003856659,0.46056297421455383,0.0625,0.0,0.0546875,0.1015625,0.09375,0.0390625,0.1328125,0.09375,0.2890625,0.1328125
77,,,0.23855173587799072,,,0.005289316177368164,0.45376360416412354,0.45556437969207764,0.0625,0.0,0.0546875,0.1015625,0.1015625,0.0390625,0.1328125,0.09375,0.2890625,0.125
78,,,0.2312481850385666,,,0.005179405212402344,0.4481740891933441,0.4518357813358307,0.0625,0.0,0.0546875,0.1015625,0.1015625,0.0390625,0.1328125,0.09375,0.28125,0.1328125
79,,,0.22353747487068176,,,0.005214214324951172,0.43980592489242554,0.4527672529220581,0.0625,0.0,0.0546875,0.1015625,0.1015625,0.03125,0.1328125,0.09375,0.2890625,0.1328125
80,,,0.2188991755247116,,,0.005181550979614258,0.4330673813819885,0.44625818729400635,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.1328125,0.09375,0.265625,0.1328125
81,,,0.2121320366859436,,,0.005294084548950195,0.4309924244880676,0.4376513957977295,0.0625,0.0,0.0546875,0.125,0.1015625,0.03125,0.1328125,0.09375,0.265625,0.1328125
82,,,0.20938439667224884,,,0.005121469497680664,0.4333980083465576,0.4307674467563629,0.0546875,0.0,0.0546875,0.1171875,0.1015625,0.03125,0.140625,0.09375,0.2734375,0.1328125
83,,,0.21032357215881348,,,0.005049467086791992,0.4352819323539734,0.4321662187576294,0.0546875,0.0,0.0546875,0.140625,0.1015625,0.0390625,0.140625,0.09375,0.2421875,0.1328125
84,,,0.2119840681552887,,,0.005361080169677734,0.44100815057754517,0.43150997161865234,0.0546875,0.0,0.0546875,0.140625,0.1015625,0.0390625,0.140625,0.09375,0.2421875,0.1328125
85,,,0.21351727843284607,,,0.005160093307495117,0.44615548849105835,0.4349425733089447,0.0625,0.0,0.0625,0.140625,0.1015625,0.0390625,0.125,0.0859375,0.2421875,0.140625
86,,,0.21169903874397278,,,0.00533604621887207,0.4511095881462097,0.44066423177719116,0.0625,0.0,0.0625,0.140625,0.1015625,0.0390625,0.125,0.0859375,0.25,0.1328125
87,,,0.21000449359416962,,,0.005219697952270508,0.44694042205810547,0.4429229497909546,0.0625,0.0,0.0625,0.1328125,0.1015625,0.0390625,0.125,0.09375,0.2578125,0.125
88,,,0.21320489048957825,,,0.005049705505371094,0.44051027297973633,0.4429044723510742,0.0625,0.0,0.0625,0.1328125,0.1015625,0.0390625,0.125,0.09375,0.2578125,0.125
