expr-id,FID
0,176.28530883789062
1,170.3668975830078
2,177.0739288330078
3,171.49398803710938
4,175.4840087890625
5,174.93487548828125
6,180.6572723388672
7,181.1063232421875
8,180.5957794189453
9,176.28726196289062
