expr-id,FID
0,168.49755859375
1,166.39573669433594
2,169.56295776367188
3,168.33120727539062
4,171.8687286376953
5,nan
6,169.29795837402344
7,170.68655395507812
8,167.73114013671875
9,169.72926330566406
